ship_id,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,event_type_code,propeller_condition_code,hull_fouling_type,hull_coating_condition_code,cavitation_code,DAYS_SINCE_LAST_MAINT,DAYS_TO_NEXT_MAINT,LAST_MAINT_TYPE,LAST_MAINT_TYPE_NAME,IS_MAINT_WINDOW,PROPELLER_STATE,HULL_STATE,MAINT_TYPE_PP,MAINT_TYPE_UWI,MAINT_TYPE_UWI+PP,MAINT_TYPE_UWC,MAINT_TYPE_UWC+PP,MAINT_TYPE_DD
S3,37,865,19.8,18.83,65.0,20.82,15.7,15.8,180041.0,120300.0,3.0,0.5,33.0,8.0,8.0,0.5,10.0,10.0,1000.0,15.4,475.0,475.0,-4.607,9.535,27161.0,63.684,170.342,4.928,2525.0,92.964,125.186,111.04,72.04,0.0,39.0,0.0,,24.0,24.0,,,,,,1824.0,301.0,,,0,3.0,,0,0,0,0,0,0
S3,37,866,19.0,18.33,67.0,21.46,15.7,15.8,180041.0,120300.0,4.0,1.0,32.0,12.0,9.0,1.0,10.0,10.0,2500.0,15.4,455.0,455.0,-2.912,14.567,29549.0,63.684,165.035,11.655,2667.0,90.257,131.709,117.039,117.039,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,300.0,,,0,3.0,,0,0,0,0,0,0
S3,37,867,19.0,18.2,67.3,21.56,15.7,15.8,180041.0,120300.0,5.0,1.0,32.0,18.0,10.0,1.0,9.0,9.0,2500.0,15.4,476.0,476.0,-3.897,15.565,30317.0,63.684,165.584,11.668,2726.0,89.917,140.79,125.5,125.5,0.0,0.0,0.0,,25.0,25.0,,,,,,1824.0,299.0,,,0,3.0,,0,0,0,0,0,0
S3,37,868,19.3,18.25,66.8,21.4,15.7,15.8,180041.0,120300.0,3.0,0.5,33.0,8.0,12.0,0.5,12.0,12.0,3000.0,15.4,462.0,462.0,-4.674,14.7,29350.0,63.684,164.637,10.026,2618.0,89.199,130.48,115.97,115.97,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,298.0,,,0,3.0,,0,0,0,0,0,0
S3,37,869,18.3,17.48,64.6,20.69,15.7,15.8,180041.0,120300.0,3.0,0.5,33.0,8.0,13.0,0.5,14.0,14.0,3000.0,15.4,458.0,458.0,-4.06,15.515,26529.0,63.684,163.052,11.455,2498.0,94.161,123.41,108.14,108.14,0.0,0.0,0.0,,25.0,25.0,,,,,,1824.0,297.0,,,0,3.0,,0,0,0,0,0,0
S3,37,870,18.7,17.83,65.0,20.82,15.7,15.8,180041.0,120300.0,4.0,0.5,32.0,12.0,11.0,0.5,12.0,12.0,3000.0,15.4,449.0,449.0,-4.204,14.339,26867.0,63.684,163.847,10.135,2523.0,93.907,120.34,105.65,105.65,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,296.0,,,0,3.0,,0,0,0,0,0,0
S3,37,871,18.0,17.4,62.5,20.02,15.7,15.8,180041.0,120300.0,3.0,0.5,31.0,8.0,0.0,0.5,14.0,14.0,200.0,15.4,449.0,449.0,-2.797,13.078,24985.0,63.684,162.257,10.281,2385.0,95.457,118.76,101.35,88.56,0.0,12.79,0.0,,25.0,25.0,,,,,,1824.0,295.0,,,0,3.0,,0,0,0,0,0,0
S3,37,872,13.1,12.19,44.5,14.25,15.7,15.8,180041.0,120300.0,3.0,0.2,31.0,10.0,4.0,0.2,4.0,4.0,17.0,15.4,232.0,209.0,-6.139,14.482,9235.0,63.684,165.403,8.343,876.0,94.857,39.5,0.0,0.0,0.0,24.44,0.0,,16.0,24.0,,,,,,1824.0,294.0,,,0,3.0,,0,0,0,0,0,0
S3,37,874,17.6,16.8,54.6,17.49,13.6,13.9,150201.0,87864.0,4.0,0.5,31.0,12.0,10.0,0.5,10.0,10.0,100.0,13.35,103.0,88.0,-4.575,3.929,14930.0,46.513,196.919,-0.646,1941.0,130.007,30.42,14.7,0.0,0.0,14.7,0.0,,5.0,24.0,,,,,,1824.0,292.0,,,0,3.0,,0,0,0,0,0,0
S3,37,875,10.6,10.43,38.1,12.2,13.6,13.9,150201.0,87864.0,3.0,0.2,32.0,9.0,4.0,0.2,2.0,2.0,16.0,13.35,241.0,223.0,-1.557,14.537,6234.0,46.513,186.306,12.98,610.0,97.85,39.92,0.0,0.0,0.0,24.39,0.0,,21.0,25.0,,,,,,1824.0,291.0,,,0,3.0,,0,0,0,0,0,0
S3,37,878,16.3,15.6,49.1,15.73,11.7,12.7,129206.0,66865.0,3.0,0.5,31.0,10.0,14.0,0.5,12.0,12.0,30.0,11.8,133.0,122.0,-4.241,0.801,15212.0,35.397,170.216,-3.44,1890.0,124.244,34.69,19.42,0.0,0.0,19.42,0.0,,7.5,24.0,,,,,,1824.0,288.0,,,0,3.0,,0,0,0,0,0,0
S3,37,879,18.5,17.28,56.6,18.13,11.6,12.7,128985.0,66714.0,5.0,1.0,31.0,18.0,10.0,1.0,8.0,8.0,30.0,11.8,181.0,150.0,-6.813,4.656,23203.0,35.317,191.493,-2.157,2240.0,96.539,55.01,15.83,0.0,0.0,35.99,0.0,,8.1,24.0,,,,,,1824.0,287.0,,,0,3.0,,0,0,0,0,0,0
S3,37,880,19.0,18.13,65.1,20.85,12.8,13.45,128985.0,66714.0,5.0,0.5,33.0,18.0,14.0,0.5,14.0,14.0,15.0,12.8,164.0,152.0,-4.197,13.07,26991.0,35.317,173.437,8.873,2583.0,95.699,51.5,0.0,0.0,0.0,37.45,0.0,,8.0,24.0,,,,,,1824.0,286.0,,,0,3.0,,0,0,0,0,0,0
S3,37,881,17.2,16.8,56.9,18.22,13.1,13.3,143297.0,81105.0,4.0,1.0,33.0,15.0,14.0,1.0,14.0,14.0,30.0,12.85,309.0,301.0,-2.195,7.814,18949.0,42.935,158.139,5.619,1848.0,97.525,61.83,52.44,0.0,0.0,52.44,0.0,,17.5,23.0,,,,,,1824.0,285.0,,,0,3.0,,0,0,0,0,0,0
S3,37,882,16.7,15.0,55.6,17.81,12.1,13.8,140079.0,82161.0,4.0,1.0,32.0,12.0,13.0,1.0,14.0,14.0,20.0,12.55,28.0,10.0,-9.361,15.768,18102.0,43.494,160.203,6.407,1780.0,98.332,14.44,0.85,0.0,0.0,1.74,0.0,,0.6,24.0,,,,,,1824.0,284.0,,,0,3.0,,0,0,0,0,0,0
S3,37,883,16.3,16.19,55.7,17.84,12.1,13.8,140079.0,82161.0,3.0,0.5,33.0,10.0,14.0,0.5,12.0,12.0,20.0,12.55,274.0,261.0,-0.701,9.26,17793.0,43.494,154.766,8.559,1660.0,93.295,53.16,0.0,0.0,0.0,44.06,0.0,,16.0,24.0,,,,,,1824.0,283.0,,,0,3.0,,0,0,0,0,0,0
S3,37,884,18.9,18.18,61.1,19.57,12.4,14.2,144544.0,82161.0,3.0,1.0,34.0,10.0,14.0,1.0,14.0,14.0,3000.0,12.9,114.0,104.0,-3.715,7.088,22464.0,43.494,158.395,3.373,2150.0,95.709,30.34,19.57,11.16,0.0,8.41,0.0,,5.5,24.0,,,,,,1824.0,282.0,,,0,3.0,,0,0,0,0,0,0
S3,37,885,19.1,18.13,63.0,20.18,13.5,13.8,148578.0,86633.0,4.0,1.0,33.0,16.0,12.0,1.0,12.0,12.0,3000.0,13.2,440.0,440.0,-4.956,10.15,24169.0,45.862,166.293,5.194,2088.0,86.392,101.44,92.44,92.44,0.0,0.0,0.0,,23.0,23.0,,,,,,1824.0,281.0,,,0,3.0,,0,0,0,0,0,0
S3,37,886,18.6,18.0,62.0,19.86,13.5,13.8,148580.0,86633.0,4.0,1.5,34.0,15.0,9.0,1.5,9.0,9.0,3500.0,13.2,446.0,446.0,-2.936,9.352,22794.0,45.862,165.632,6.416,2100.0,92.13,99.53,90.61,90.61,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,280.0,,,0,3.0,,0,0,0,0,0,0
S3,37,887,18.7,17.48,61.4,19.67,13.5,13.8,148580.0,86633.0,3.0,2.5,32.0,10.0,11.0,2.5,9.0,9.0,300.0,13.2,429.0,429.0,-5.97,11.121,23212.0,45.862,166.012,5.151,2134.0,91.935,97.92,88.63,88.63,0.0,0.0,0.0,,23.0,23.0,,,,,,1824.0,279.0,,,0,3.0,,0,0,0,0,0,0
S3,37,888,18.7,17.42,59.7,19.12,13.5,13.8,148580.0,86633.0,4.0,1.5,29.0,14.0,12.0,1.5,12.0,12.0,1500.0,13.2,448.0,448.0,-6.538,8.912,20593.0,45.862,166.258,2.374,1854.0,90.031,91.46,82.17,82.17,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,278.0,,,0,3.0,,0,0,0,0,0,0
S3,37,889,18.0,16.22,55.1,17.65,13.5,13.8,148580.0,86633.0,4.0,1.5,28.0,15.0,12.0,1.5,12.0,12.0,1500.0,13.2,414.0,414.0,-10.103,8.103,16459.0,45.862,166.104,-2.0,1668.0,101.343,73.16,62.88,62.88,0.0,0.0,0.0,,23.0,23.0,,,,,,1824.0,277.0,,,0,3.0,,0,0,0,0,0,0
S3,37,890,16.5,15.88,54.7,17.52,13.5,13.8,148580.0,86633.0,5.0,1.0,28.0,18.0,9.0,1.0,10.0,10.0,1000.0,13.2,397.0,397.0,-3.807,9.384,15813.0,45.862,168.453,5.577,1624.0,102.7,74.81,63.93,63.93,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,276.0,,,0,3.0,,0,0,0,0,0,0
S3,37,891,15.8,15.7,54.6,17.49,12.9,14.0,145339.0,86633.0,5.0,1.5,29.0,18.0,7.0,1.5,7.0,7.0,100.0,12.9,364.0,364.0,-0.744,10.242,15987.0,45.862,166.276,9.498,1590.0,99.456,71.66,61.14,50.66,0.0,10.48,0.0,,23.0,23.0,,,,,,1824.0,275.0,,,0,3.0,,0,0,0,0,0,0
S3,37,892,12.3,11.96,31.2,9.99,12.5,14.0,143476.0,84765.0,4.0,1.0,29.0,16.0,7.0,1.0,8.0,8.0,50.0,12.8,143.0,113.0,-3.262,-19.654,4800.0,44.873,310.462,-22.916,780.0,162.5,25.37,2.14,0.0,0.0,13.71,0.0,,9.2,24.0,,,,,,1824.0,274.0,,,0,3.0,,0,0,0,0,0,0
S3,37,893,1.8,0.88,33.2,10.63,12.5,14.0,143476.0,84765.0,4.0,1.0,29.0,16.0,5.0,1.0,6.0,6.0,50.0,12.8,44.0,44.0,-9.01,91.771,3412.0,44.873,47.382,82.761,400.0,117.233,13.6,3.88,0.0,0.0,3.88,0.0,,24.0,24.0,,,,,,1824.0,273.0,,,0,3.0,,0,0,0,0,0,0
S3,37,894,4.0,4.13,36.5,11.69,12.5,14.0,143476.0,84765.0,4.0,1.0,29.0,12.0,7.0,1.0,6.0,6.0,40.0,12.8,97.0,97.0,0.71,64.713,7524.0,44.873,70.164,65.423,730.0,97.023,21.97,12.67,0.0,0.0,12.67,0.0,,24.0,24.0,,,,,,1824.0,272.0,,,0,3.0,,0,0,0,0,0,0
S3,37,895,10.1,9.33,32.6,10.44,12.5,14.0,143476.0,84765.0,3.0,0.5,29.0,10.0,7.0,0.5,6.0,7.0,30.0,12.8,158.0,137.0,-7.806,10.612,4737.0,44.873,205.318,2.806,660.0,139.329,25.69,0.0,0.0,0.0,13.13,0.0,,13.5,24.0,,,,,,1824.0,271.0,,,0,3.0,,0,0,0,0,0,0
S3,37,896,16.5,16.28,52.1,16.69,12.3,12.9,133755.0,73964.0,4.0,1.0,29.0,12.0,6.0,1.0,8.0,8.0,50.0,12.2,103.0,71.0,-1.396,2.445,17844.0,39.155,165.908,1.049,1830.0,102.555,24.3,12.73,0.0,0.0,12.73,0.0,,4.3,24.0,,,,,,1824.0,270.0,,,0,3.0,,0,0,0,0,0,0
S3,37,897,18.1,17.38,58.5,18.74,12.3,12.9,133755.0,73964.0,4.0,1.0,29.0,12.0,8.0,1.0,8.0,8.0,100.0,12.2,434.0,434.0,-3.779,7.264,19936.0,39.155,162.834,3.485,1913.0,95.957,87.15,77.91,74.03,0.0,3.88,0.0,,24.0,24.0,,,,,,1824.0,269.0,,,0,3.0,,0,0,0,0,0,0
S3,37,898,18.4,17.38,58.8,18.83,12.3,12.9,133755.0,73964.0,4.0,1.0,28.0,15.0,9.0,1.0,10.0,10.0,1500.0,12.2,441.0,441.0,-5.31,7.742,19378.0,39.155,164.792,2.432,1854.0,95.676,86.35,76.64,76.64,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,268.0,,,0,3.0,,0,0,0,0,0,0
S3,37,899,18.5,17.79,58.5,18.74,12.3,12.9,133755.0,73964.0,4.0,1.0,28.0,15.0,9.0,1.0,8.0,8.0,150.0,12.2,444.0,444.0,-3.778,5.038,20240.0,39.155,166.156,1.26,1730.0,85.474,90.652,80.712,68.29,0.0,12.422,0.0,,24.0,24.0,,,,,,1824.0,267.0,,,0,3.0,,0,0,0,0,0,0
S3,37,900,14.3,14.33,49.8,15.95,10.6,12.8,120836.0,61315.0,4.0,1.0,28.0,12.0,10.0,1.0,10.0,10.0,50.0,11.25,120.0,86.0,0.0,10.138,18058.0,32.459,127.367,10.138,1890.0,104.663,31.94,6.0,0.0,0.0,13.8,0.0,,6.0,24.0,,,,,,1824.0,266.0,,,0,3.0,,0,0,0,0,0,0
S3,37,901,16.7,16.04,51.4,16.46,10.6,12.8,120836.0,61315.0,4.0,1.5,26.0,12.0,9.0,1.5,10.0,10.0,100.0,11.25,400.0,400.0,-3.796,2.551,16118.0,32.459,170.539,-1.245,1570.0,97.407,77.25,65.97,58.04,0.0,7.93,0.0,,24.0,24.0,,,,,,1824.0,265.0,,,0,3.0,,0,0,0,0,0,0
S3,37,902,18.4,17.92,59.3,18.99,10.6,12.8,120836.0,61315.0,3.0,0.5,21.0,10.0,6.0,0.5,8.0,8.0,40.0,11.25,442.0,442.0,-2.632,5.665,24508.0,32.459,162.141,3.033,2134.0,87.074,105.95,95.37,95.37,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,264.0,,,0,3.0,,0,0,0,0,0,0
S3,37,903,16.9,16.77,55.6,17.81,10.6,12.8,120836.0,61315.0,4.0,0.5,26.0,15.0,8.0,0.5,8.0,8.0,17.0,11.25,339.0,287.0,-0.657,5.857,18257.0,32.459,170.281,5.2,1890.0,103.522,71.6,4.1,28.07,0.0,24.78,0.0,,17.0,24.0,,,,,,1824.0,263.0,,,0,3.0,,0,0,0,0,0,0
S3,38,905,17.4,16.93,58.7,18.8,12.3,12.6,132584.0,73379.0,5.0,1.5,20.0,18.0,9.0,1.5,10.0,10.0,80.0,12.1,383.0,375.0,-2.724,9.947,22797.0,38.845,167.79,7.223,2018.0,88.52,93.83,82.24,67.42,0.0,14.82,0.0,,21.5,23.0,,,,,,1824.0,261.0,,,0,3.0,,0,0,0,0,0,0
S3,38,906,13.5,12.67,42.4,13.58,12.3,12.6,132584.0,73379.0,3.0,0.5,19.0,10.0,11.0,0.5,11.0,11.0,18.0,12.1,136.0,101.0,-5.891,6.723,8700.0,38.845,190.192,0.832,930.0,106.897,29.44,0.0,2.62,0.0,9.79,0.0,,7.5,24.0,,,,,,1824.0,260.0,,,0,3.0,,0,0,0,0,0,0
S3,38,908,10.8,11.26,40.0,12.81,12.3,13.4,137336.0,78150.0,5.0,2.0,20.0,20.0,9.0,2.0,9.0,9.0,100.0,12.4,204.0,198.0,3.411,12.13,8001.0,41.371,170.949,15.541,1375.0,171.854,40.31,25.03,22.41,0.0,2.62,0.0,,18.3,25.0,,,,,,1824.0,258.0,,,0,3.0,,0,0,0,0,0,0
S3,38,909,7.2,6.42,25.7,8.23,12.3,13.4,137336.0,78150.0,5.0,2.0,21.0,18.0,10.0,2.0,10.0,10.0,50.0,12.4,173.0,173.0,-9.61,22.039,5079.0,41.371,185.65,12.429,690.0,135.854,34.53,22.63,3.62,0.0,19.01,0.0,,24.0,24.0,,,,,,1824.0,257.0,,,0,3.0,,0,0,0,0,0,0
S3,38,910,7.6,8.45,25.6,8.2,12.3,13.4,137336.0,78150.0,4.0,1.0,21.0,12.0,10.0,1.0,10.0,10.0,17.0,12.4,177.0,152.0,10.367,-3.061,4502.0,41.371,187.583,7.306,530.0,117.725,30.72,2.77,0.0,0.0,16.89,0.0,,20.0,24.0,,,,,,1824.0,256.0,,,0,3.0,,0,0,0,0,0,0
S3,38,911,10.6,10.64,40.4,12.94,12.2,13.7,137976.0,79031.0,5.0,2.0,24.0,20.0,9.0,2.0,9.0,9.0,50.0,12.5,88.0,67.0,0.0,17.807,7742.0,41.837,182.267,17.807,830.0,107.207,22.62,0.0,0.0,0.0,8.89,0.0,,6.3,24.0,,,,,,1824.0,255.0,,,0,3.0,,0,0,0,0,0,0
S3,38,915,18.3,18.0,62.4,19.99,12.35,13.8,139906.0,79031.0,5.0,1.0,25.0,20.0,11.0,1.0,10.0,10.0,80.0,12.6,219.0,183.0,-1.501,9.937,25766.0,41.837,167.158,8.436,2900.0,112.551,59.36,43.07,32.49,0.0,10.58,0.0,,10.0,24.0,,,,,,1824.0,251.0,,,0,3.0,,0,0,0,0,0,0
S3,38,916,17.7,18.08,64.8,20.75,12.35,13.8,139906.0,79031.0,4.0,1.5,25.0,15.0,10.0,1.5,10.0,10.0,50.0,12.6,425.0,425.0,1.807,12.87,27197.0,41.837,170.714,14.677,2216.0,81.48,121.33,111.43,110.43,0.0,1.0,0.0,,24.0,24.0,,,,,,1824.0,250.0,,,0,3.0,,0,0,0,0,0,0
S3,38,917,17.3,18.0,65.3,20.91,12.35,13.8,139906.0,81091.0,4.0,1.0,25.0,12.0,10.0,1.0,10.0,10.0,17.0,12.6,166.0,130.0,3.19,13.933,0.0,42.928,0.0,17.123,0.0,,45.53,0.0,0.0,0.0,31.07,0.0,,7.5,24.0,,,,,,1824.0,249.0,,,0,3.0,,0,0,0,0,0,0
S3,38,918,19.0,18.15,63.8,20.43,13.8,14.6,155635.0,96949.0,4.0,1.0,29.0,12.0,8.0,1.0,8.0,8.0,500.0,13.75,395.0,370.0,-4.013,11.158,26392.0,51.323,160.635,7.145,2549.0,96.582,95.73,81.33,72.68,0.0,9.99,0.0,,19.5,24.0,,,,,,1824.0,248.0,,,0,3.0,,0,0,0,0,0,0
S3,38,919,18.0,17.54,62.0,19.86,13.8,14.6,155635.0,96949.0,3.0,0.5,28.0,8.0,9.0,0.5,8.0,8.0,200.0,13.75,432.0,432.0,-2.306,11.658,22791.0,51.323,164.648,9.352,2323.0,101.926,101.03,90.06,90.06,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,247.0,,,0,3.0,,0,0,0,0,0,0
S3,38,920,18.9,18.08,62.9,20.15,13.8,14.6,155635.0,96949.0,4.0,1.0,28.0,15.0,9.0,1.0,10.0,10.0,40.0,13.75,453.0,453.0,-3.931,10.24,24247.0,51.323,170.193,6.309,2025.0,83.515,111.42,99.04,96.04,0.0,3.0,0.0,,24.0,24.0,,,,,,1824.0,246.0,,,0,3.0,,0,0,0,0,0,0
S3,38,921,15.3,14.84,55.3,17.71,13.8,14.6,155635.0,96949.0,2.0,0.5,29.0,6.0,5.0,0.5,8.0,8.0,16.0,13.75,178.0,145.0,-2.377,16.204,17242.0,51.323,155.862,13.827,0.0,0.0,39.02,0.0,0.0,0.0,25.53,0.0,,9.5,24.0,,,,,,1824.0,245.0,,,0,3.0,,0,0,0,0,0,0
S3,38,922,17.5,16.25,59.2,18.96,15.3,15.9,177117.0,116467.0,2.0,0.5,29.0,5.0,13.0,0.5,13.0,13.0,20.0,15.15,81.0,70.0,-6.593,14.298,14606.0,61.655,245.447,7.705,3549.0,242.982,30.79,14.34,0.0,0.0,14.34,0.0,,4.0,24.0,,,,,,1824.0,244.0,,,0,3.0,,0,0,0,0,0,0
S3,38,923,19.3,18.2,66.2,21.2,15.3,15.9,177117.0,116467.0,5.0,0.5,27.0,18.0,8.0,0.5,10.0,10.0,500.0,15.15,483.0,483.0,-5.282,14.163,27758.0,61.655,171.612,8.881,2590.0,93.306,133.66,119.09,86.33,0.0,32.76,0.0,,25.0,25.0,,,,,,1824.0,243.0,,,0,3.0,,0,0,0,0,0,0
S3,38,924,19.4,18.42,68.3,21.88,15.3,15.9,177117.0,116467.0,5.0,1.5,29.0,20.0,9.0,1.5,10.0,10.0,1000.0,15.15,465.0,465.0,-4.379,15.808,29556.0,61.655,174.795,11.429,2639.0,89.288,138.08,123.99,123.99,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,242.0,,,0,3.0,,0,0,0,0,0,0
S3,38,925,18.6,18.32,67.9,21.75,15.3,15.9,177117.0,116467.0,4.0,1.5,27.0,15.0,10.0,1.5,12.0,12.0,1500.0,15.5,464.0,464.0,-1.103,15.758,29882.0,61.655,173.201,14.655,2630.0,88.013,143.2,129.39,129.39,0.0,0.0,0.0,,25.0,25.0,,,,,,1824.0,241.0,,,0,3.0,,0,0,0,0,0,0
S3,38,926,19.0,18.46,68.6,21.97,15.3,15.9,177117.0,116467.0,5.0,3.0,27.0,20.0,13.0,2.5,14.0,14.0,2000.0,15.15,457.0,457.0,-2.658,15.989,30630.0,61.655,173.074,13.331,2685.0,87.659,140.97,127.23,127.23,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,240.0,,,0,3.0,,0,0,0,0,0,0
S3,38,927,18.6,18.28,69.0,22.1,15.3,15.9,177117.0,116467.0,7.0,3.5,27.0,30.0,11.0,3.0,12.0,12.0,3000.0,15.15,466.0,466.0,-1.629,17.281,31946.0,61.655,173.418,15.652,2926.0,91.592,152.93,138.5,138.5,0.0,0.0,0.0,,25.0,25.0,,,,,,1824.0,239.0,,,0,3.0,,0,0,0,0,0,0
S3,38,928,11.5,11.54,48.3,15.47,15.3,15.9,177117.0,116467.0,7.0,3.0,27.0,28.0,11.0,2.5,12.0,12.0,3000.0,15.15,275.0,275.0,0.543,25.391,13408.0,61.655,185.959,25.934,1161.0,86.59,76.2,59.84,59.84,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,238.0,,,0,3.0,,0,0,0,0,0,0
S3,38,929,9.4,9.88,41.9,13.42,15.3,15.9,177117.0,116467.0,6.0,2.5,25.0,23.0,11.0,2.0,12.0,12.0,3000.0,15.5,226.0,226.0,3.413,26.416,7895.0,61.655,190.099,29.829,917.0,116.149,50.55,36.02,36.02,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,237.0,,,0,3.0,,0,0,0,0,0,0
S3,38,930,9.7,10.42,39.9,12.78,15.3,15.9,177117.0,116467.0,3.0,1.0,30.0,8.0,2.0,1.0,0.0,0.0,3000.0,15.15,233.0,233.0,5.549,18.483,5600.0,61.655,204.018,24.032,711.0,126.964,42.47,27.42,27.42,0.0,0.0,0.0,,24.0,24.0,,,,,,1824.0,236.0,,,0,3.0,,0,0,0,0,0,0
S3,38,931,11.4,10.96,38.9,12.46,15.1,15.95,177117.0,116467.0,3.0,0.5,33.0,10.0,3.0,0.5,0.0,4.0,500.0,15.05,286.0,286.0,-3.852,12.031,4526.0,61.655,223.951,8.179,567.0,125.276,43.24,25.34,6.58,0.0,18.76,0.0,,25.0,25.0,,,,,,1824.0,235.0,,,0,3.0,,0,0,0,0,0,0
S3,38,932,11.3,10.71,37.3,11.95,15.1,15.95,177117.0,116467.0,3.0,0.5,32.0,10.0,4.0,0.5,4.0,4.0,17.0,15.05,109.0,79.0,-4.788,10.313,0.0,61.655,0.0,5.525,0.0,,27.61,0.0,0.0,0.0,7.31,0.0,,7.0,24.0,,,,,,1824.0,234.0,,,0,3.0,,0,0,0,0,0,0
S3,38,935,16.8,15.64,55.8,17.87,13.8,14.0,151997.0,88482.0,3.0,0.5,33.0,8.0,4.0,0.5,4.0,4.0,17.0,13.4,351.0,327.0,-6.311,12.483,19116.0,46.84,164.69,6.172,0.0,0.0,78.04,0.0,0.0,0.0,61.39,0.0,,19.5,25.0,,,,,,1824.0,231.0,,,0,3.0,,0,0,0,0,0,0
S3,38,937,14.7,13.67,46.4,14.86,11.9,12.0,125128.0,8617.0,2.0,0.5,33.0,5.0,2.0,0.5,2.0,2.0,30.0,11.6,89.0,72.0,-6.87,7.994,12024.0,4.562,173.972,1.124,1581.0,131.487,23.16,10.25,0.0,0.0,10.25,0.0,,4.9,24.0,,,,,,1824.0,229.0,,,0,3.0,,0,0,0,0,0,0
S3,38,938,16.9,15.71,53.9,17.26,11.9,12.0,125311.0,8744.0,3.0,0.5,33.0,7.0,2.0,0.5,2.0,2.0,17.0,11.6,141.0,118.0,-6.621,8.973,17525.0,4.629,176.401,2.352,1581.0,90.214,35.98,0.0,0.0,0.0,21.64,0.0,,7.0,24.0,,,,,,1824.0,228.0,,,0,3.0,,0,0,0,0,0,0
S3,38,939,4.5,4.5,39.8,12.75,11.85,12.0,125311.0,8744.0,3.0,0.5,33.0,8.0,2.0,0.5,2.0,2.0,35.0,11.6,105.0,99.0,0.0,64.698,8650.0,4.629,64.74,64.698,778.0,89.942,25.13,13.18,0.0,0.0,12.32,0.0,,22.0,24.0,,,,,,1824.0,227.0,,,0,3.0,,0,0,0,0,0,0
S3,38,940,7.3,7.05,39.4,12.62,11.85,12.0,120706.0,8744.0,3.0,0.5,34.0,8.0,10.0,0.5,10.0,10.0,16.0,11.6,150.0,139.0,-2.084,44.108,6910.0,4.629,124.457,42.024,0.0,0.0,28.73,0.0,0.0,0.0,16.34,0.0,,19.0,24.0,,,,,,1824.0,226.0,,,0,3.0,,0,0,0,0,0,0
S3,38,941,17.2,16.11,54.6,17.49,13.3,13.4,144886.0,86236.0,2.0,0.5,33.0,6.0,12.0,0.5,12.0,12.0,70.0,13.0,166.0,163.0,-6.022,7.903,16213.0,45.651,174.194,1.881,1444.0,89.064,39.03,26.83,0.0,0.0,26.83,0.0,,9.5,24.0,,,,,,1824.0,225.0,,,0,3.0,,0,0,0,0,0,0
S3,38,942,11.3,10.96,40.7,13.04,13.3,13.4,144886.0,86236.0,3.0,0.5,33.0,8.0,4.0,0.5,4.0,4.0,18.0,13.0,171.0,152.0,-2.271,15.896,10887.0,45.651,108.93,13.625,0.0,0.0,29.66,0.0,0.0,0.0,16.01,0.0,,13.5,23.0,,,,,,1824.0,224.0,,,0,3.0,,0,0,0,0,0,0
S3,38,943,19.7,18.0,60.9,19.51,13.4,14.35,153557.0,94927.0,3.0,0.5,33.0,8.0,2.0,0.5,2.0,2.0,50.0,13.5,87.0,69.0,-8.788,7.716,22872.0,50.252,195.373,-1.072,2950.0,128.979,31.83,15.64,0.0,0.0,15.64,0.0,,3.5,24.0,,,,,,1824.0,223.0,,,0,3.0,,0,0,0,0,0,0
S3,38,944,10.5,10.7,39.5,12.65,13.4,14.35,153557.0,94927.0,3.0,0.5,32.0,8.0,12.0,0.5,12.0,12.0,18.0,13.5,202.0,194.0,1.715,15.398,9897.0,50.252,114.094,17.113,0.0,0.0,32.87,0.0,0.0,0.0,20.89,0.0,,18.5,24.0,,,,,,1824.0,222.0,,,0,3.0,,0,0,0,0,0,0
