De-identification Name,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,SPEED_LOSS
S11,27,1167,17.1,17.33,57.3,17.74,14.2,14.55,161542,102897,5,2,25,17,6,2,6,6,4000,14.1,410,410,1.409,2.289,19241,53.988,165.445,3.698,1621,84.247,88.2,79.3,76.4,0,0,0,,24,24,
S11,27,1168,17.3,17.33,57.4,17.77,14.2,14.55,161542,102897,5,2,27,19,5,2,5,5,4000,14.1,414,414,0.467,2.459,19200,53.988,165.365,2.926,1703,88.698,88.4,76.4,76.2,0,0,0,,24,24,
S11,27,1169,17,17.28,57.3,17.74,14.2,14.55,161542,102897,5,1.5,30,17,6,1.5,5,5,4800,14.1,424,424,1.803,2.588,18951,53.988,167.168,4.391,1700,89.705,91.9,76.2,79.2,0,0,0,,25,25,
S11,27,1170,17.3,17.21,57.4,17.77,14.45,14.55,162832,102897,4,1.5,30,15,6,1.5,6,6,4000,14.2,414,414,-0.237,3.163,18880,53.988,167.285,2.926,1674,88.665,88.3,79.2,75.8,0,0,0,,24,24,11.67
S11,27,1171,16.9,17.13,57.4,17.77,14.45,14.55,162832,102897,1,1,30,3,13,1,9,9,2747,14.2,405,405,1.407,3.63,18986,53.988,167.887,5.037,1702,89.645,88.4,75.8,76.5,0,0,0,,24,24,18.14
S11,27,1172,16.4,16.42,57.4,17.77,14.4,14.55,162657,102897,2,1.5,30,4,2,1.5,14,14,3000,14.2,394,394,0,7.614,19890,53.988,166.541,7.614,1695,85.219,91.4,76.5,79.5,0,0,0,,24,24,21.53
S11,27,1173,15.9,16.29,57.4,17.77,14.4,14.55,162657,102897,6,3,24,23,15,3,15,15,3300,14.2,382,382,2.111,8.317,20213,53.988,166.766,10.428,1811,89.596,92.6,79.5,80.9,0,0,0,,24,24,
S11,27,1174,14.6,14.92,55.3,17.12,14.4,14.55,162657,102897,8,4,21,38,2,4,2,2,2526,14.2,351,351,1.706,12.868,19684,53.988,168.707,14.574,1577,80.116,91.4,80.9,79.7,0,0,0,,24,24,
S11,27,1175,14.8,15.58,53.9,16.69,14.4,14.55,162657,102897,5,1,20,20,15,1,15,15,2772,14.2,356,356,4.494,6.616,17450,53.988,164.279,11.11,1436,82.292,81.6,79.7,68.8,0,0,0,,24,24,
S11,27,1176,14.8,15.5,53.9,16.69,14.4,14.55,162657,102897,3,0.2,19,9,4,1.5,6,6,2747,14.2,354,354,4.495,7.113,16456,53.988,160.782,11.608,1292,78.512,77,68.8,63.5,0,0,0,,24,24,21.66
S11,27,1177,14.3,15,53.4,16.53,14.4,14.5,162302,102897,8,4,19,38,4,4,4,4,600,14.15,342,342,4.537,9.267,17421,53.988,164.074,13.804,1802,103.438,81.5,63.5,68.6,0,0,0,,24,24,
S11,27,1178,15.7,16.04,53.4,16.53,14.4,14.5,162302,102897,4,2.5,19,16,11,1.5,10,10,2763,14.15,377,377,2.02,2.964,18451,53.988,165.303,4.984,1222,66.229,85.8,68.6,73.2,0,0,0,,24,24,15.74
S11,27,1179,15.3,16.17,52.3,16.19,14.4,14.4,161395,102897,3,1.5,19,7,11,1.5,10,10,500,14.1,352,352,5.373,0.111,15420,53.988,162.691,5.484,1207,78.275,71,73.2,57.7,0,0,0,,23,23,19.4
S11,27,1180,15.1,15.67,52.3,16.19,14.3,14.45,160887,102897,5,1.5,19,18,8,1.5,7,7,3000,14.1,363,363,3.348,3.242,15560,53.988,163.078,6.59,1347,86.568,74.4,57.7,60.9,0,0,0,,24,24,
S11,27,1181,15.3,15.88,51.6,15.98,14.3,14.45,160887,102897,5,1.5,19,18,15,1.5,14,14,2510,14.1,368,368,3.393,0.626,14740,53.988,162.822,4.019,954,64.722,71.1,60.9,57.6,0,0,0,,24,24,
S11,27,1182,14.3,14.83,48.5,15.02,14.3,14.45,160717,102897,3,1.5,19,10,14,1.5,14,14,2760,14.05,343,343,3.603,1.212,12400,53.988,154.906,4.815,1125,90.726,58.1,57.6,46.1,0,0,0,,24,24,24.87
S11,27,1183,13.9,15.11,47.3,14.64,14.3,14.45,160717,102897,15,0,19,95,14,0,12,14,16,14.05,260,245,8.154,-3.21,11621,53.988,165.257,4.944,982,84.502,48.5,46.1,24.5,0,0,9.3,,17.6,23,
S11,27,1186,21.4,21.79,71.5,22.14,13.7,14.4,158204,100281,4,1,20,12,15,1,14,14,2747,13.8,314,287,1.685,1.559,40030,52.615,162.192,3.244,2848,71.147,105.5,0,87,0,0,0,,13.4,24,
S11,27,1187,14.6,15.13,51.3,15.88,13.2,14.6,155917,100281,5,2,20,20,1,2,1,1,60,13.6,351,351,3.149,4.766,17200,52.615,159.399,7.915,1155,67.151,78,92.4,61.3,0,0,4.5,,24,24,
S11,27,1188,13,13,42,13,13.2,14.6,155917,100281,3,0.1,20,10,4,0.1,4,4,60,13.6,122,39,0,0.023,9412,52.615,173.537,0.023,1333,141.628,28.5,65.8,0,0,0,4.9,,3,24,
S11,27,1189,16.6,17.4,47.6,14.74,13.2,14.6,155917,100281,2,0,20,6,9,0,12,14,17.5,13.6,95,83,5.429,-18.078,10741,52.615,161.996,-12.649,1333,124.104,20,17.6,0,0,0,8.7,,5,24,
S11,27,1191,16.5,17.06,54,16.72,10.5,13.4,127310,71769,2,0,20,5,14,0,12,14,15,11.5,62,28,3.517,-2.04,20588,37.655,160.002,1.477,1488,72.275,20.9,0,0,0,0,5.6,,1.7,24,
S11,27,1193,11.6,10.53,40,12.38,12.1,12.9,136479,78598,2,0,20,5,14,0,14,14,50,12.3,128,110,-8.503,15.003,6857,41.238,176.539,6.5,1027,149.774,24.5,0,0,0,0,11.5,,9.5,24,
S11,27,1194,9.1,9.66,30.7,9.5,12.1,12.9,136479,78598,2,0.1,20,5,2,0.1,2,2,20,12.3,183,132,5.808,-1.589,3012,41.238,203.783,4.219,1012,335.989,25.5,13.5,0,0,5,3.9,,14.5,24,
S11,27,1196,13.5,14.18,45.7,14.15,13,13.5,147318,89545,4,1,20,14,13,1,14,14,500,13.1,228,222,5.138,-0.24,9568,46.982,167.078,4.898,1346,140.677,41.777,0,22.277,0,4.1,0,,16.5,24,
S11,27,1197,14.6,15.5,50.3,15.57,13,13.5,147318,89545,3,0.5,20,10,10,0.5,12,12,50,13.1,351,351,5.619,0.462,12804,46.982,166.615,6.081,1245,97.235,66.1,26.977,38.8,0,12.4,0,,24,24,20.26
S11,27,1198,14.7,15.33,53.2,16.47,13,13.5,147218,89545,2,0,20,6,10,0,10,10,16.5,13.1,54,44,4.044,6.903,12240,46.982,166.122,10.947,1245,101.716,23.3,51.2,0,0,6.1,0,,3,24,
S11,27,1199,11.9,12.49,40.8,12.63,12.5,13.5,143606,85899,3,0.5,20,8,2,0.5,2,2,1560,12.7,250,244,4.64,1.132,7787,45.069,187.93,5.772,0,0,43.8,30,0,0,30,0,,20.5,25,
S11,27,1200,11,11.33,37.3,11.55,12.5,13.5,143531,89899,3,0.1,31,9,1,0.1,1,1,17,12.7,116,99,2.883,1.862,5488,47.168,206.511,4.745,0,0,26.1,1.5,0,0,10.2,0,,9,24,
S11,27,1202,17.4,17.67,61.1,18.92,14.3,14.4,162381,104844,5,2.5,19,21,13,2.5,13,13,2500,14.1,322,314,1.179,6.603,22678,55.009,170.258,7.782,1970,86.868,85.5,69.5,64.5,0,5,0,,18,24,
S11,27,1203,17.2,17.88,60.8,18.82,14.61,14.13,162317,104844,5,2,18,17,13,2,12,12,2500,14.13,413,413,3.544,5.036,22674,55.009,169.247,8.58,1839,81.106,106.6,92.1,92.1,0,0,0,,24,24,
S11,27,1204,16.7,17.33,60.8,18.82,14.61,14.13,162317,104844,6,2.5,16,22,13,2.5,14,14,200,14.13,401,401,3.32,7.916,23875,55.009,168.761,11.236,1903,79.707,110.8,96.7,96.7,0,0,0,,24,24,
S11,27,1205,18.1,18.38,61,18.89,14.61,14.13,162317,104844,5,2,17,21,4,2,4,4,2000,14.13,434,434,1.546,2.701,22419,55.009,169.313,4.247,1756,78.326,105.2,91.1,91.1,0,0,0,,24,24,
S11,27,1206,17.8,18.67,60.9,18.85,14.61,14.13,162317,104844,4,1,18,14,2,1,2,2,200,14.13,427,427,4.641,0.992,21811,55.009,169.448,5.633,1707,78.263,102.9,88.7,88.7,0,0,0,,24,24,2.57
S11,27,1207,18.6,19.08,62.2,19.26,10.61,10.13,162317,104844,5,1,20,18,1,1,2,2,3000,10.13,447,447,2.379,0.898,22932,55.009,168.978,3.277,1811,78.973,107.4,93,93,0,0,0,,24,24,
S11,27,1208,18.6,19.04,62,19.2,14.12,14.46,161213,104844,5,1,20,18,2,1,2,2,2000,14.05,465,465,2.292,0.808,22802,55.009,169.634,3.1,1819,79.774,112,96.7,96.7,0,0,0,,25,25,
S11,27,1209,18.6,18.96,62,19.2,14.46,14.12,161213,104844,4,1,23,14,15,1,15,15,2000,14.05,447,447,1.735,1.235,22740,55.009,169.488,2.97,1802,79.244,107.4,92.5,92.5,0,0,0,,24,24,1.69
S11,27,1210,18.5,18.79,62,19.2,14.42,14.13,161023,104844,4,1,28,11,14,1,14,14,3000,14.03,444,444,1.521,2.1,22942,55.009,169.449,3.621,1915,83.471,108.5,93.3,93.3,0,0,0,,24,24,4.89
S11,27,1211,18.5,18.42,62,19.2,14.42,14.13,161023,104844,3,1,30,9,10,1,10,10,4400,14.03,443,443,-0.213,4.053,22951,55.009,169.927,3.84,2023,88.144,109.1,93.6,93.6,0,0,0,,24,24,8.18
S11,27,1212,17.3,17.96,62.1,19.23,14.38,14.14,160753,104844,4,1,31,13,6,1,6,6,3431,14.01,415,415,3.464,6.595,23923,55.009,170.164,10.059,2030,84.856,114,97.7,97.7,0,0,0,,24,24,8.6
S11,27,1213,17.8,17.79,62,19.2,14.38,14.14,160753,104844,6,2,29,22,6,2,6,6,4000,14.01,426,426,0.219,7.309,24192,55.009,169.822,7.528,2015,83.292,114.8,98.6,98.6,0,0,0,,24,24,
S11,27,1214,17.7,18,61.8,19.13,14.35,14.14,160523,104844,4,1.5,25,15,6,1.5,6,6,5000,14,424,424,1.74,5.922,23852,55.009,169.972,7.662,1922,80.58,112.8,97.3,97.3,0,0,0,,24,24,6.59
S11,27,1215,17.8,18.08,62,19.2,14.35,14.14,160523,104844,3,2,23,9,7,2,10,10,5000,14,426,426,1.735,5.793,24151,55.009,169.765,7.528,1899,78.63,113.4,98.4,98.4,0,0,0,,24,24,9.2
S11,27,1216,17.9,18.35,61.7,19.1,14.35,14.14,160523,104844,3,1,22,9,1,1,10,10,4700,14,411,411,2.503,3.947,23495,55.009,169.139,6.45,1835,78.102,105.5,91.4,91.4,0,0,0,,23,23,7.22
S11,27,1217,17.5,18.13,60,18.58,14.32,14.15,160321,104844,1,2,19,2,13,2,12,12,4000,13.98,419,419,3.59,2.423,21393,55.009,169.253,6.013,1699,79.419,101.6,86.9,86.9,0,0,0,,24,24,11.93
S11,27,1218,17.6,18.17,60,18.58,14.28,14.15,160127,104844,5,2,18,21,13,2,11,11,115,13.96,423,423,2.917,2.197,21364,55.009,169.873,5.114,1669,78.122,101.6,87.1,87.1,0,0,0,,24,24,
S11,27,1219,17,18.09,59.5,18.42,14.28,14.15,160127,104844,4,2,24,13,11,2,10,10,1300,13.96,392,392,5.668,1.813,20531,55.009,169.415,7.481,1655,80.61,93.7,80,80,0,0,0,,23,23,7.15
S11,27,1220,15.5,17.25,58.5,18.11,14.24,14.16,159933,104844,6,2,24,26,14,2,14,14,2500,13.95,372,372,9.663,4.754,20315,55.009,169.825,14.417,1835,90.327,97.2,82.8,82.8,0,0,0,,24,24,
S11,27,1221,17,17.63,60.2,18.64,14.24,14.16,159933,104844,5,2.5,25,19,4,2.5,2,2,4000,13.95,407,407,3.579,5.43,21797,55.009,168.983,9.009,1880,86.25,102.6,88.4,88.4,0,0,0,,24,24,
S11,27,1222,16.7,16.96,60.2,18.64,14.21,14.17,159728,104844,6,2.5,28,22,3,2.5,2,2,4500,13.93,384,384,1.401,9.014,23021,55.009,168.466,10.415,1997,86.747,102.9,89.2,89.2,0,0,0,,23,23,
S11,27,1223,17,16.83,60.2,18.64,14.21,14.17,159728,104844,8,4,29,38,5,4,4,5,4000,13.93,408,408,-0.896,9.68,23533,55.009,169.089,8.784,2030,86.262,109.7,95.5,95.5,0,0,0,,24,24,
S11,27,1224,15.9,15.78,57.2,17.71,14.17,14.18,159524,104844,7,4,29,30,5,4,5,5,3521,13.92,366,366,-0.734,10.876,21280,55.009,171.625,10.142,1944,91.353,97.6,84,84,0,0,0,,23,23,
S11,27,1225,16.3,16.21,58.1,17.99,14.17,14.18,159524,104844,6,4,25,26,5,4,4,4,3000,13.92,391,391,-0.467,9.89,21646,55.009,172.28,9.423,1958,90.456,104,89.5,89.5,0,0,0,,24,24,
S11,27,1226,16.3,16.39,58.6,18.14,14.14,14.18,159334,104844,6,2,28,25,4,2,4,4,4000,13.9,375,375,0.479,9.652,19400,55.009,166.741,10.131,1910,98.454,87,74.4,74.4,0,0,0,,23,23,
S11,27,1227,16.4,16.58,57.6,17.83,14.14,14.18,159334,104844,6,2,28,27,6,2,5,5,5200,13.9,394,394,0.931,7.004,20573,55.009,169.721,7.935,1866,90.701,98.8,83.8,83.8,0,0,0,,24,24,
S11,27,1228,16,16.44,56.8,17.59,14.11,14.19,159139,104844,2,1,30,6,15,1,6,6,5000,13.89,368,368,2.473,6.54,19244,55.009,170.804,9.013,1753,91.093,90.4,75.6,75.6,0,0,0,,23,23,19.84
S11,27,1229,13.3,13.33,45.9,14.21,14.11,14.19,159139,104844,3,1.5,30,10,5,1.5,14,14,4660,13.89,320,320,0,6.172,9718,55.009,179.221,6.172,1107,113.912,57.4,41.8,41.8,0,0,0,,24,24,34.19
S11,27,1230,12.3,11.44,38.8,12.01,14.09,14.19,159019,104844,2,1.5,30,4,8,1.5,10,10,3000,13.88,284,284,-7.601,4.804,5932,55.009,188.367,-2.797,800,134.862,39.9,25.7,25.7,0,0,0,,23,23,47.18
S11,27,1231,11.3,11.29,38.7,11.98,14.09,14.19,159019,104844,3,1.5,30,8,13,1.5,12,12,4400,13.88,272,272,-0.342,5.751,5795,55.009,188.381,5.409,824,142.192,41.1,26.2,26.2,0,0,0,,24,24,45.88
S11,27,1232,11.6,11.47,38.6,11.95,14.08,14.18,158910,104844,3,1,30,7,8,1,10,10,1100,13.87,277,275,-0.703,4.008,5820,55.009,186.982,3.305,800,137.457,41,25.9,25.9,0,0,0,,23.8,24,45.25
S11,27,1237,11.7,11.95,42,13,13.8,14.5,158808,104844,3,0.5,30,10,15,0.5,14,14,33,13.9,245,245,2.192,8.083,6835,55.009,202.041,10.275,1362,199.268,46.8,29,29,0,0,0,,21,24,
S11,27,1238,10.1,10.11,34.9,10.81,14.95,14.95,170263,104844,1,0.2,31,3,14,0.2,14,14,16,14.7,212,182,0,6.501,5696,55.009,169.71,6.501,0,0,37.9,3.1,5,0,12.4,0,,18,24,
S11,27,1240,17.9,18.79,59,18.27,14.1,14.5,161411,90790,3,0.2,30,8,7,0.2,6,6,50,14.1,119,104,4.719,-2.885,23585,47.635,170.396,1.834,0,0,40.409,23.309,12.509,0,10.8,0,,5.8,24,
S11,27,1241,19.7,19.63,65.5,20.28,14.1,14.5,161411,90790,4,0.5,31,11,9,0.5,9,9,1000,14.1,473,473,-0.409,3.22,29707,47.635,164.524,2.811,2316,77.961,132,117.3,117.3,0,0,0,,24,24,0.85
S11,27,1242,16.8,17,56.7,17.55,13.7,13.8,152720,90790,5,1,31,20,10,1,10,10,4000,13.5,403,403,1.185,3.156,17909,47.635,168.677,4.341,1642,91.686,88.4,72.5,72.5,0,0,0,,24,24,
S11,27,1243,15.8,16.08,53.7,16.63,13.7,13.8,152720,90790,4,0.5,30,13,9,0.5,8,8,2500,13.5,378,378,2.003,3.26,15914,47.635,172.28,5.263,1493,93.817,82.7,65.8,65.8,0,0,0,,24,24,17.48
S11,28,1244,13.1,12.92,44.8,13.87,13.6,13.8,152720,90790,2,0.1,28,5,6,0,0,0,16,13.5,255,243,-1.558,6.857,4153,47.635,437.326,5.299,0,0,52.8,1.3,33.6,0,0,0,,18.5,24,
S11,27,1245,12.6,12.83,42,13,12.8,13.3,143412,80111,4,0.5,28,12,8,0.5,7,7,111,12.8,73,67,1.446,1.33,7930,42.032,187.965,2.776,0,0,25,7.9,7.9,0,0,0,,5.3,24,
S11,27,1246,12.7,12.35,41.7,12.91,12.8,13.3,143412,80111,6,1,24,22,2,1,2,2,92,12.8,293,293,-3.028,4.353,7960,42.032,191.173,1.325,1068,134.171,48.1,35,35,0,0,0,,23,23,
S11,28,1247,10.5,10.79,38.8,12.01,13.1,13.2,144696,80111,5,1.5,22,17,1,1.5,1,1,70,12.9,252,252,2.43,10.157,6707,42.032,178.296,12.587,806,120.173,41.8,28.7,28.7,0,0,0,,24,24,
S11,27,1248,10.6,11.06,39.4,12.2,13.2,13.2,144675,80111,3,0.5,21,10,3,0.5,3,3,110,12.9,232,230,4.14,9.37,6348,42.032,186.435,13.51,0,0,39.3,0,24.4,0,0,1.4,,21.8,24,
S11,28,1250,13.7,14.67,49.2,15.23,12.8,13.2,142263,77678,4,1,19,16,2,1,2,2,95,12.7,47,41,6.565,3.709,12805,40.756,191.332,10.274,0,0,20.1,7.35,2.85,0,0,4.5,0,3,24,
S11,28,1251,18.1,18.98,61.7,19.1,12.4,12.7,134493,77678,5,1,22,20,3,1,4,4,30,12.2,431,408,4.424,0.649,21580,40.756,183.812,5.073,0,0,103.3,1.9,77.85,0,11.4,0,0,22.5,25,
S11,28,1253,12.3,12.25,44.4,13.75,13.7,13.8,150924,94110,3,0.5,22,8,15,0.5,0,0,30,13.45,87,49,0,10.883,7833,49.377,204.264,10.883,0,0,23.9,0,0,0,6.4,0,0,4,24,
S11,28,1256,18.5,18.66,61.6,19.07,13,13.9,146626,89255,4,0.5,25,11,5,0.5,6,6,60,13.05,144,124,0.786,2.171,22936,46.83,184.159,2.957,0,0,43.4,28.3,14.8,0,13.5,0,0,6.7,24,
S11,28,1257,18.2,18.96,66.3,20.53,13,13.9,146626,89255,6,2,26,24,10,2,10,10,25,13.05,437,437,3.654,7.639,29129,46.83,169.791,11.293,2313,79.405,130.8,118.4,118.7,0,0,0,0,24,24,
S11,28,1258,19.7,18.22,63,19.5,13.1,14.1,148360,89255,0,0,30,0,10,0,10,10,17,13.2,308,266,-7.598,6.573,26201,46.83,168.498,-1.025,0,0,83.5,0,41.3,0,18.3,0,0,13.5,24,
S11,28,1259,20,19.64,71,21.98,14.1,14.9,161406,102255,5,1,31,17,9,1,9,9,60,14.1,87,56,-1.624,10.636,37758,53.651,174.514,9.012,2835,75.083,37.9,18.45,8.05,0,10.4,0,0,2.8,24,
S11,28,1260,15.9,16.25,57.3,17.74,14.1,14.9,161406,102255,6,2,30,25,8,2,8,8,100,14.1,382,382,1.877,8.394,19454,53.651,168.988,10.271,1906,97.975,91.8,78.9,78.9,0,0,0,0,24,24,
S11,28,1261,15.8,16.42,58.4,18.08,13.8,14.9,161192,102255,5,1,30,19,12,1,10,10,300,13.9,380,380,3.23,9.198,20232,53.651,173.405,12.428,1865,92.181,97.2,84.2,84.2,0,0,0,0,24,24,
S11,28,1262,16,15.96,56.3,17.43,13.8,14.9,161192,102255,3,1,31,9,10,1,10,10,55,13.9,385,385,-0.482,8.445,17568,53.651,171.951,7.963,1650,93.921,85.1,72.5,72.5,0,0,0,0,24,24,21.65
S11,28,1263,11.9,11.91,41.9,12.97,14,14.9,161018,102255,4,0.5,30,14,8,0.5,8,8,33,14,178,25,0,8.225,7946,53.651,174.991,8.225,0,0,42.9,26.8,2.92,0,0,0,0,2.1,24,
S11,28,1265,17.2,17.17,59.6,18.45,15.15,15.2,172570,112089,2,0.5,30,6,9,0.5,6,6,73,14.85,262,262,-0.357,6.942,21453,58.81,176.027,6.585,2216,103.296,72,57.4,50.9,0,6.5,0,0,15.2,24,
S11,28,1266,17.3,17.32,61.4,19.01,15.1,15.2,172570,112089,5,1.5,30,20,12,1.5,10,10,1000,14.85,433,433,0,8.885,22208,58.81,173.631,8.885,2149,96.767,109.7,96.4,96.4,0,0,0,0,25,25,
S11,28,1267,17.2,17.12,60.8,18.82,15.15,15.2,142570,112089,4,1.5,30,16,10,1.5,10,10,4000,14.85,431,431,-0.637,9.047,21978,58.81,174.72,8.41,2096,95.368,109.7,96,96,0,0,0,0,25,25,11.87
S11,28,1268,17.4,17.17,60.6,18.76,15.15,15.2,172570,112089,3,1.5,30,10,6,1.5,8,10,3400,14.85,418,418,-1.332,8.496,21468,58.81,174.679,7.164,2034,94.746,103.3,90,90,0,0,0,0,24,24,15.1
S11,28,1269,17.4,17.13,60.3,18.67,15.11,15.94,179692,112089,3,1.5,29,10,6,1.5,8,6,5300,15.19,417,417,-1.339,8.265,20595,58.81,176.823,6.926,1984,96.334,100.6,87.4,87.4,0,0,0,0,24,24,15.92
S11,28,1270,17.2,17,60.2,18.64,15.11,15.94,176992,112089,6,2,27,23,5,2,6,6,4000,15.19,429,429,-0.859,8.784,22148,58.81,171.934,7.925,1910,86.238,109.6,95.2,95.2,0,0,0,0,25,25,
S11,28,1271,16.8,16.88,60.3,18.67,15.07,15.96,179531,112089,6,2.5,27,22,6,2.5,8,6,3000,15.18,404,404,0.225,9.605,22541,58.81,170.985,9.83,2001,88.772,105.8,92.5,92.5,0,0,0,0,24,24,
S11,28,1272,17,16.96,60.2,18.64,15.07,15.96,179531,112089,6,3,25,27,6,3,5,6,3000,15.18,424,424,0,8.998,21916,58.81,173.024,8.998,1992,90.892,108.1,94.8,94.8,0,0,0,0,25,25,
S11,28,1273,16.8,17,59.8,18.51,15.07,15.96,179531,112089,5,3,25,20,6,3,5,6,4300,15.18,403,403,1.123,8.173,21634,58.81,172.183,9.296,1924,88.934,101.7,89.4,89.4,0,0,0,0,24,24,
S11,28,1274,17.4,17.28,60.7,18.79,15.01,15.98,179284,112089,4,2,25,16,4,2,6,4,2000,15.16,435,435,-0.639,8.046,22059,58.81,173.716,7.407,1971,89.351,108.7,95.8,95.8,0,0,0,0,25,25,11.64
S11,28,1275,17.8,17.42,60.5,18.73,15.01,15.98,179284,112089,4,2,23,15,1,2,3,1,4800,15.16,428,428,-2.221,7.01,21851,58.81,173.333,4.789,1957,89.561,103.2,90.9,90.9,0,0,0,0,24,24,11.11
S11,28,1276,17.2,17.48,60.8,18.82,15,15.98,179284,112089,5,2,22,20,6,2,5,6,3500,15.16,429,429,1.7,7.135,22294,58.81,174.038,8.835,1986,89.082,109.9,97,97,0,0,0,0,25,25,
S11,28,1277,18.2,17.29,60.7,18.79,14.96,16,179037,112089,7,4,22,33,13,4,10,13,1300,15.14,436,436,-4.656,7.982,22179,58.81,173.212,3.326,1969,88.778,104.4,92.2,92.2,0,0,0,0,24,24,
S11,28,1278,17.1,16.71,60.8,18.82,14.96,16,179037,112089,5,3,17,21,13,3,13,13,3000,15.14,411,411,-2.215,11.236,23785,58.81,173.078,9.021,2036,85.6,110.8,98.8,98.8,0,0,0,0,24,24,
S11,28,1279,16.7,17.36,60.5,18.73,14.92,16.01,178841,112089,4,2.5,19,15,10,2.5,9,10,4000,15.12,417,417,3.631,7.314,22048,58.81,173.621,10.945,1908,86.538,108,95.7,95.7,0,0,0,0,25,25,11.04
S11,28,1280,17.5,17.75,60.7,18.79,14.92,16.01,178841,112089,5,3,19,21,6,3,5,6,2000,15.12,421,421,1.107,5.545,21704,58.81,172.587,6.652,1942,89.477,102,89.9,89.9,0,0,0,0,24,24,
S11,28,1281,17.5,17.71,60.6,18.76,14.92,16.01,178841,112089,4,2.5,21,16,7,2.5,6,7,5000,15.12,421,421,0.885,5.613,21633,58.81,172.576,6.498,1939,89.632,101.5,89.6,89.6,0,0,0,0,24,24,9.01
S11,28,1282,17.7,17.72,60.7,18.79,14.89,16.01,178616,112089,5,2.5,24,17,6,2.5,5,6,4130,15.1,443,443,0,5.705,21508,58.81,172.773,5.705,1953,90.803,105.1,92.9,92.9,0,0,0,0,25,25,
S11,28,1283,17.8,17.71,60.8,18.82,14.86,16.01,178396,112089,5,2.5,24,19,6,2.5,7,6,3000,15.09,428,428,-0.664,5.924,21539,58.81,173.329,5.26,2000,92.855,101.6,89.6,89.6,0,0,0,0,24,24,
S11,28,1284,18,17.83,60.6,18.76,14.86,16.01,178396,112089,3,2,22,10,5,2,7,5,4500,15.09,431,431,-0.666,4.946,21407,58.81,173.23,4.28,1933,90.298,101,89,89,0,0,0,0,24,24,11.46
S11,28,1285,17.6,17.75,60.7,18.79,14.83,16.01,178168,112089,5,2,28,20,8,2,8,8,4500,15.07,423,423,0.665,5.545,21404,58.81,173.06,6.21,1987,92.833,101.4,88.9,88.9,0,0,0,0,24,24,
S11,28,1286,17.3,17.5,60.6,18.76,14.83,16.01,178168,112089,2,1.5,28,4,1,1.5,0,1,3700,15.07,415,415,1.109,6.721,21318,58.81,173.953,7.83,2029,95.178,101.5,89,89,0,0,0,0,24,24,17.05
S11,28,1287,17.3,17.35,60.9,18.85,14.8,16.01,177954,112089,3,1.5,24,10,14,1.5,15,14,2600,15.06,399,399,0,7.988,21615,58.81,174.195,7.988,2007,92.852,98.7,86.6,86.6,0,0,0,0,23,23,14.07
S11,28,1288,16.6,17,60.6,18.76,14.8,16.01,177954,112089,6,2.5,20,22,3,2.5,3,3,100,15.06,399,399,1.999,9.386,22385,58.81,174.224,11.385,1927,86.084,105.5,93.6,93.6,0,0,0,0,24,24,
S11,28,1289,16.4,17.04,60.7,18.79,14.77,16.01,177732,112089,5,2.5,21,21,2,2.5,2,2,1100,15.04,393,393,3.55,9.312,22407,58.81,173.309,12.862,1974,88.097,105.3,93.2,93.2,0,0,0,0,24,24,
S11,28,1290,16.6,17.21,61,18.89,14.77,16.01,177732,112089,4,1.5,23,16,1,1.5,1,1,750,15.04,398,398,3.31,8.88,22221,58.81,173.26,12.19,2004,90.185,104.6,92.4,92.4,0,0,0,0,24,24,11.52
S11,28,1291,17.3,17.09,58.8,18.2,14.73,16.01,177500,112089,4,1.5,25,16,11,1.5,10,11,2600,15.02,397,397,-0.956,6.136,19909,58.81,172.524,5.18,1980,99.453,90.8,79,70.6,0,8.4,0,0,23,23,12.46
S11,28,1292,17,18.5,59.8,18.51,14.73,16.01,177500,112089,2,0.5,26,6,0,0.5,2,0,130,15.02,408,408,8.103,0.07,21155,58.81,173.718,8.173,2061,97.424,100.4,88.2,88.2,0,0,0,0,24,24,10.06
S11,28,1293,17.3,17.48,60.4,18.7,15.04,15.75,177331,112089,3,0.5,27,10,1,0.5,2,1,3800,15.04,398,398,0.93,6.53,21196,58.81,173.946,7.46,2017,95.159,96.8,84.8,84.8,0,0,0,0,23,23,13.17
