PK,SK,ship,day,date,stw_raw,stw_corrected,baseline_stw,speed_loss_pct,timestamp
SHIP#S12,DAY#1483,S12,1483,2024-01-23T00:00:00,16.0,15.91,14.58,9.16,1705939200
SHIP#S12,DAY#1484,S12,1484,2024-01-24T00:00:00,16.21,16.09,14.58,10.39,1706025600
SHIP#S12,DAY#1485,S12,1485,2024-01-25T00:00:00,16.08,15.76,14.58,8.13,1706112000
SHIP#S12,DAY#1486,S12,1486,2024-01-26T00:00:00,15.92,15.33,14.58,5.18,1706198400
SHIP#S12,DAY#1487,S12,1487,2024-01-27T00:00:00,15.67,15.14,14.58,3.88,1706284800
SHIP#S12,DAY#1488,S12,1488,2024-01-28T00:00:00,17.29,16.79,14.58,15.19,1706371200
SHIP#S12,DAY#1489,S12,1489,2024-01-29T00:00:00,17.13,16.63,14.58,14.09,1706457600
SHIP#S12,DAY#1490,S12,1490,2024-01-30T00:00:00,16.58,16.17,14.58,10.94,1706544000
SHIP#S12,DAY#1491,S12,1491,2024-01-31T00:00:00,16.92,16.52,14.58,13.27,1706630400
SHIP#S12,DAY#1491,S12,1491,2024-01-31T00:00:00,15.09,15.39,14.58,5.59,1706630400
SHIP#S12,DAY#1492,S12,1492,2024-02-01T00:00:00,15.38,15.71,14.58,7.75,1706716800
SHIP#S12,DAY#1493,S12,1493,2024-02-02T00:00:00,15.74,16.07,14.58,10.19,1706803200
SHIP#S12,DAY#1494,S12,1494,2024-02-03T00:00:00,15.25,15.54,14.58,6.62,1706889600
SHIP#S12,DAY#1496,S12,1496,2024-02-05T00:00:00,15.44,15.59,14.58,6.93,1707062400
SHIP#S12,DAY#1497,S12,1497,2024-02-06T00:00:00,15.5,15.17,14.58,4.08,1707148800
SHIP#S12,DAY#1498,S12,1498,2024-02-07T00:00:00,15.71,15.33,14.58,5.11,1707235200
SHIP#S12,DAY#1499,S12,1499,2024-02-08T00:00:00,15.61,15.22,14.58,4.42,1707321600
SHIP#S12,DAY#1500,S12,1500,2024-02-09T00:00:00,15.75,15.87,14.58,8.81,1707408000
SHIP#S12,DAY#1503,S12,1503,2024-02-12T00:00:00,16.7,16.84,14.58,15.54,1707667200
SHIP#S12,DAY#1504,S12,1504,2024-02-13T00:00:00,16.54,16.35,14.58,12.17,1707753600
SHIP#S12,DAY#1505,S12,1505,2024-02-14T00:00:00,12.48,12.12,14.58,-16.87,1707840000
SHIP#S12,DAY#1506,S12,1506,2024-02-15T00:00:00,10.67,10.11,14.58,-30.66,1707926400
SHIP#S12,DAY#1508,S12,1508,2024-02-17T00:00:00,11.75,11.69,14.58,-19.82,1708099200
SHIP#S12,DAY#1516,S12,1516,2024-02-25T00:00:00,18.83,19.1,14.58,31.0,1708790400
SHIP#S12,DAY#1519,S12,1519,2024-02-28T00:00:00,15.79,16.05,14.58,10.1,1709049600
SHIP#S12,DAY#1520,S12,1520,2024-02-29T00:00:00,13.91,14.14,14.58,-3.0,1709136000
SHIP#S12,DAY#1523,S12,1523,2024-03-03T00:00:00,12.94,14.41,14.58,-1.19,1709395200
SHIP#S12,DAY#1533,S12,1533,2024-03-13T00:00:00,15.12,15.21,14.58,4.34,1710259200
SHIP#S12,DAY#1534,S12,1534,2024-03-14T00:00:00,14.58,14.67,14.58,0.63,1710345600
SHIP#S12,DAY#1540,S12,1540,2024-03-20T00:00:00,16.88,16.83,14.58,15.46,1710864000
SHIP#S12,DAY#1541,S12,1541,2024-03-21T00:00:00,15.6,15.55,14.58,6.68,1710950400
SHIP#S12,DAY#1542,S12,1542,2024-03-22T00:00:00,15.67,14.85,14.58,1.84,1711036800
SHIP#S12,DAY#1543,S12,1543,2024-03-23T00:00:00,15.33,14.48,14.58,-0.65,1711123200
SHIP#S12,DAY#1544,S12,1544,2024-03-24T00:00:00,14.38,13.53,14.58,-7.17,1711209600
SHIP#S12,DAY#1545,S12,1545,2024-03-25T00:00:00,14.84,13.97,14.58,-4.19,1711296000
SHIP#S12,DAY#1546,S12,1546,2024-03-26T00:00:00,15.71,15.44,14.58,5.9,1711382400
SHIP#S12,DAY#1547,S12,1547,2024-03-27T00:00:00,15.44,15.14,14.58,3.87,1711468800
SHIP#S12,DAY#1548,S12,1548,2024-03-28T00:00:00,15.42,15.12,14.58,3.74,1711555200
SHIP#S12,DAY#1549,S12,1549,2024-03-29T00:00:00,15.33,15.03,14.58,3.12,1711641600
SHIP#S12,DAY#1554,S12,1554,2024-04-03T00:00:00,16.2,16.03,14.58,9.98,1712073600
SHIP#S12,DAY#1555,S12,1555,2024-04-04T00:00:00,15.71,15.51,14.58,6.38,1712160000
SHIP#S12,DAY#1556,S12,1556,2024-04-05T00:00:00,15.71,15.48,14.58,6.17,1712246400
SHIP#S12,DAY#1557,S12,1557,2024-04-06T00:00:00,15.71,15.42,14.58,5.76,1712332800
SHIP#S12,DAY#1559,S12,1559,2024-04-08T00:00:00,15.88,15.53,14.58,6.51,1712505600
SHIP#S12,DAY#1560,S12,1560,2024-04-09T00:00:00,15.83,15.78,14.58,8.23,1712592000
SHIP#S12,DAY#1561,S12,1561,2024-04-10T00:00:00,15.75,15.58,14.58,6.86,1712678400
SHIP#S12,DAY#1562,S12,1562,2024-04-11T00:00:00,15.63,15.46,14.58,6.03,1712764800
SHIP#S12,DAY#1563,S12,1563,2024-04-12T00:00:00,15.36,14.83,14.58,1.71,1712851200
SHIP#S12,DAY#1564,S12,1564,2024-04-13T00:00:00,15.13,14.77,14.58,1.3,1712937600
SHIP#S12,DAY#1565,S12,1565,2024-04-14T00:00:00,15.38,15.11,14.58,3.63,1713024000
SHIP#S12,DAY#1566,S12,1566,2024-04-15T00:00:00,15.44,15.47,14.58,6.1,1713110400
SHIP#S12,DAY#1567,S12,1567,2024-04-16T00:00:00,17.25,17.55,14.58,20.4,1713196800
SHIP#S12,DAY#1568,S12,1568,2024-04-17T00:00:00,10.33,10.33,14.58,-29.12,1713283200
SHIP#S12,DAY#1569,S12,1569,2024-04-18T00:00:00,9.21,9.39,14.58,-35.6,1713369600
SHIP#S12,DAY#1570,S12,1570,2024-04-19T00:00:00,8.75,9.05,14.58,-37.9,1713456000
SHIP#S12,DAY#1571,S12,1571,2024-04-20T00:00:00,18.09,18.52,14.58,27.06,1713542400
SHIP#S12,DAY#1571,S12,1571,2024-04-20T00:00:00,17.0,17.38,14.58,19.24,1713542400
SHIP#S12,DAY#1586,S12,1586,2024-05-05T00:00:00,14.94,16.0,14.58,9.74,1714838400
SHIP#S12,DAY#1589,S12,1589,2024-05-08T00:00:00,12.04,12.84,14.58,-11.93,1715097600
SHIP#S12,DAY#1590,S12,1590,2024-05-09T00:00:00,11.63,12.39,14.58,-15.05,1715184000
SHIP#S12,DAY#1591,S12,1591,2024-05-10T00:00:00,11.29,11.68,14.58,-19.86,1715270400
SHIP#S12,DAY#1592,S12,1592,2024-05-11T00:00:00,11.21,11.61,14.58,-20.4,1715356800
SHIP#S12,DAY#1597,S12,1597,2024-05-16T00:00:00,17.32,18.14,14.58,24.42,1715788800
SHIP#S12,DAY#1598,S12,1598,2024-05-17T00:00:00,17.29,18.2,14.58,24.83,1715875200
SHIP#S12,DAY#1601,S12,1601,2024-05-20T00:00:00,16.79,17.15,14.58,17.63,1716134400
SHIP#S12,DAY#1602,S12,1602,2024-05-21T00:00:00,15.26,15.74,14.58,7.96,1716220800
SHIP#S12,DAY#1604,S12,1604,2024-05-23T00:00:00,16.29,16.79,14.58,15.16,1716393600
SHIP#S12,DAY#1605,S12,1605,2024-05-24T00:00:00,16.46,17.06,14.58,17.01,1716480000
SHIP#S12,DAY#1606,S12,1606,2024-05-25T00:00:00,16.54,16.95,14.58,16.22,1716566400
SHIP#S12,DAY#1606,S12,1606,2024-05-25T00:00:00,16.52,16.99,14.58,16.5,1716566400
SHIP#S12,DAY#1608,S12,1608,2024-05-27T00:00:00,17.96,18.73,14.58,28.43,1716739200
SHIP#S12,DAY#1610,S12,1610,2024-05-29T00:00:00,17.79,18.37,14.58,25.99,1716912000
SHIP#S12,DAY#1611,S12,1611,2024-05-30T00:00:00,17.61,18.27,14.58,25.31,1716998400
SHIP#S12,DAY#1612,S12,1612,2024-05-31T00:00:00,17.5,17.79,14.58,22.05,1717084800
SHIP#S12,DAY#1613,S12,1613,2024-06-01T00:00:00,17.29,17.58,14.58,20.61,1717171200
SHIP#S12,DAY#1614,S12,1614,2024-06-02T00:00:00,17.17,17.57,14.58,20.47,1717257600
SHIP#S12,DAY#1615,S12,1615,2024-06-03T00:00:00,16.83,17.16,14.58,17.73,1717344000
SHIP#S12,DAY#1616,S12,1616,2024-06-04T00:00:00,16.91,17.21,14.58,18.07,1717430400
SHIP#S12,DAY#1617,S12,1617,2024-06-05T00:00:00,17.57,17.88,14.58,22.6,1717516800
SHIP#S12,DAY#1618,S12,1618,2024-06-06T00:00:00,17.13,17.43,14.58,19.58,1717603200
SHIP#S12,DAY#1619,S12,1619,2024-06-07T00:00:00,17.26,17.54,14.58,20.27,1717689600
SHIP#S12,DAY#1620,S12,1620,2024-06-08T00:00:00,13.71,13.99,14.58,-4.08,1717776000
SHIP#S12,DAY#1621,S12,1621,2024-06-09T00:00:00,11.44,11.68,14.58,-19.86,1717862400
SHIP#S12,DAY#1622,S12,1622,2024-06-10T00:00:00,10.88,10.22,14.58,-29.87,1717948800
SHIP#S12,DAY#1626,S12,1626,2024-06-14T00:00:00,17.29,16.79,14.58,15.17,1718294400
SHIP#S12,DAY#1627,S12,1627,2024-06-15T00:00:00,16.46,16.02,14.58,9.89,1718380800
SHIP#S12,DAY#1628,S12,1628,2024-06-16T00:00:00,16.33,15.86,14.58,8.8,1718467200
SHIP#S12,DAY#1629,S12,1629,2024-06-17T00:00:00,15.54,15.84,14.58,8.66,1718553600
SHIP#S12,DAY#1631,S12,1631,2024-06-19T00:00:00,12.08,12.55,14.58,-13.94,1718726400
SHIP#S12,DAY#1647,S12,1647,2024-07-05T00:00:00,16.28,16.27,14.58,11.57,1720108800
SHIP#S12,DAY#1652,S12,1652,2024-07-10T00:00:00,10.39,10.34,14.58,-29.08,1720540800
SHIP#S12,DAY#1657,S12,1657,2024-07-15T00:00:00,17.2,17.3,14.58,18.62,1720972800
SHIP#S12,DAY#1658,S12,1658,2024-07-16T00:00:00,17.33,17.43,14.58,19.51,1721059200
SHIP#S12,DAY#1659,S12,1659,2024-07-17T00:00:00,15.04,15.07,14.58,3.4,1721145600
SHIP#S12,DAY#1660,S12,1660,2024-07-18T00:00:00,17.38,17.43,14.58,19.55,1721232000
SHIP#S12,DAY#1661,S12,1661,2024-07-19T00:00:00,17.36,17.46,14.58,19.72,1721318400
SHIP#S12,DAY#1662,S12,1662,2024-07-20T00:00:00,17.38,17.53,14.58,20.22,1721404800
SHIP#S12,DAY#1663,S12,1663,2024-07-21T00:00:00,17.36,17.54,14.58,20.28,1721491200
SHIP#S12,DAY#1664,S12,1664,2024-07-22T00:00:00,17.38,17.59,14.58,20.63,1721577600
SHIP#S12,DAY#1665,S12,1665,2024-07-23T00:00:00,16.28,16.49,14.58,13.08,1721664000
SHIP#S12,DAY#1666,S12,1666,2024-07-24T00:00:00,17.08,17.35,14.58,18.98,1721750400
SHIP#S12,DAY#1668,S12,1668,2024-07-26T00:00:00,16.13,16.2,14.58,11.09,1721923200
SHIP#S12,DAY#1669,S12,1669,2024-07-27T00:00:00,16.67,16.77,14.58,15.0,1722009600
SHIP#S12,DAY#1670,S12,1670,2024-07-28T00:00:00,15.83,16.11,14.58,10.48,1722096000
SHIP#S12,DAY#1671,S12,1671,2024-07-29T00:00:00,15.04,15.26,14.58,4.65,1722182400
SHIP#S12,DAY#1672,S12,1672,2024-07-30T00:00:00,15.04,15.26,14.58,4.65,1722268800
SHIP#S12,DAY#1673,S12,1673,2024-07-31T00:00:00,15.04,15.21,14.58,4.34,1722355200
SHIP#S12,DAY#1675,S12,1675,2024-08-02T00:00:00,15.04,15.14,14.58,3.82,1722528000
SHIP#S12,DAY#1676,S12,1676,2024-08-03T00:00:00,15.0,14.98,14.58,2.73,1722614400
SHIP#S12,DAY#1677,S12,1677,2024-08-04T00:00:00,15.04,15.05,14.58,3.21,1722700800
SHIP#S12,DAY#1678,S12,1678,2024-08-05T00:00:00,15.04,14.99,14.58,2.8,1722787200
SHIP#S12,DAY#1679,S12,1679,2024-08-06T00:00:00,15.04,14.96,14.58,2.59,1722873600
SHIP#S12,DAY#1680,S12,1680,2024-08-07T00:00:00,15.04,14.93,14.58,2.38,1722960000
SHIP#S12,DAY#1681,S12,1681,2024-08-08T00:00:00,15.04,14.96,14.58,2.59,1723046400
SHIP#S12,DAY#1682,S12,1682,2024-08-09T00:00:00,15.04,15.11,14.58,3.62,1723132800
SHIP#S12,DAY#1683,S12,1683,2024-08-10T00:00:00,14.96,15.03,14.58,3.07,1723219200
SHIP#S12,DAY#1684,S12,1684,2024-08-11T00:00:00,13.92,14.02,14.58,-3.86,1723305600
SHIP#S12,DAY#1685,S12,1685,2024-08-12T00:00:00,13.25,13.42,14.58,-7.94,1723392000
SHIP#S12,DAY#1686,S12,1686,2024-08-13T00:00:00,13.25,13.39,14.58,-8.14,1723478400
SHIP#S12,DAY#1687,S12,1687,2024-08-14T00:00:00,14.54,13.97,14.58,-4.2,1723564800
SHIP#S12,DAY#1719,S12,1719,2024-09-15T00:00:00,14.46,14.1,14.58,-3.31,1726329600
SHIP#S12,DAY#1720,S12,1720,2024-09-16T00:00:00,13.71,13.35,14.58,-8.45,1726416000
SHIP#S12,DAY#1723,S12,1723,2024-09-19T00:00:00,18.04,17.57,14.58,20.52,1726675200
SHIP#S12,DAY#1724,S12,1724,2024-09-20T00:00:00,18.25,17.81,14.58,22.17,1726761600
SHIP#S12,DAY#1725,S12,1725,2024-09-21T00:00:00,17.79,17.11,14.58,17.37,1726848000
SHIP#S12,DAY#1726,S12,1726,2024-09-22T00:00:00,17.88,17.26,14.58,18.4,1726934400
SHIP#S12,DAY#1727,S12,1727,2024-09-23T00:00:00,18.21,17.59,14.58,20.66,1727020800
SHIP#S12,DAY#1728,S12,1728,2024-09-24T00:00:00,19.46,18.93,14.58,29.85,1727107200
SHIP#S12,DAY#1729,S12,1729,2024-09-25T00:00:00,18.21,17.74,14.58,21.69,1727193600
SHIP#S12,DAY#1730,S12,1730,2024-09-26T00:00:00,18.21,17.71,14.58,21.49,1727280000
SHIP#S12,DAY#1731,S12,1731,2024-09-27T00:00:00,17.25,16.9,14.58,15.93,1727366400
SHIP#S12,DAY#1732,S12,1732,2024-09-28T00:00:00,17.42,17.1,14.58,17.3,1727452800
SHIP#S12,DAY#1733,S12,1733,2024-09-29T00:00:00,18.29,18.0,14.58,23.47,1727539200
SHIP#S12,DAY#1734,S12,1734,2024-09-30T00:00:00,17.42,17.13,14.58,17.51,1727625600
SHIP#S12,DAY#1735,S12,1735,2024-10-01T00:00:00,17.54,17.09,14.58,17.25,1727712000
SHIP#S12,DAY#1736,S12,1736,2024-10-02T00:00:00,17.25,16.86,14.58,15.67,1727798400
SHIP#S12,DAY#1737,S12,1737,2024-10-03T00:00:00,17.13,16.71,14.58,14.64,1727884800
SHIP#S12,DAY#1738,S12,1738,2024-10-04T00:00:00,15.83,15.35,14.58,5.32,1727971200
SHIP#S12,DAY#1739,S12,1739,2024-10-05T00:00:00,17.04,16.56,14.58,13.61,1728057600
SHIP#S12,DAY#1740,S12,1740,2024-10-06T00:00:00,16.29,15.78,14.58,8.26,1728144000
SHIP#S12,DAY#1741,S12,1741,2024-10-07T00:00:00,16.75,16.21,14.58,11.21,1728230400
SHIP#S12,DAY#1742,S12,1742,2024-10-08T00:00:00,16.0,15.4,14.58,5.66,1728316800
SHIP#S12,DAY#1743,S12,1743,2024-10-09T00:00:00,17.21,16.56,14.58,13.58,1728403200
SHIP#S12,DAY#1744,S12,1744,2024-10-10T00:00:00,16.67,16.02,14.58,9.88,1728489600
SHIP#S12,DAY#1772,S12,1772,2024-11-07T00:00:00,12.08,11.74,14.58,-19.46,1730908800
SHIP#S12,DAY#1773,S12,1773,2024-11-08T00:00:00,10.64,10.83,14.58,-25.74,1730995200
SHIP#S12,DAY#1779,S12,1779,2024-11-14T00:00:00,11.17,11.27,14.58,-22.72,1731513600
SHIP#S12,DAY#1783,S12,1783,2024-11-18T00:00:00,16.83,15.69,14.58,7.64,1731859200
SHIP#S12,DAY#1784,S12,1784,2024-11-19T00:00:00,16.96,15.85,14.58,8.74,1731945600
SHIP#S12,DAY#1785,S12,1785,2024-11-20T00:00:00,16.08,14.97,14.58,2.7,1732032000
SHIP#S12,DAY#1786,S12,1786,2024-11-21T00:00:00,16.88,16.35,14.58,12.13,1732118400
SHIP#S12,DAY#1787,S12,1787,2024-11-22T00:00:00,17.75,18.05,14.58,23.79,1732204800
SHIP#S12,DAY#1788,S12,1788,2024-11-23T00:00:00,17.13,17.16,14.58,17.69,1732291200
SHIP#S12,DAY#1789,S12,1789,2024-11-24T00:00:00,16.54,16.57,14.58,13.64,1732377600
SHIP#S12,DAY#1790,S12,1790,2024-11-25T00:00:00,16.96,16.89,14.58,15.84,1732464000
SHIP#S12,DAY#1794,S12,1794,2024-11-29T00:00:00,16.32,16.53,14.58,13.37,1732809600
SHIP#S12,DAY#1798,S12,1798,2024-12-03T00:00:00,17.44,17.67,14.58,21.22,1733155200
SHIP#S12,DAY#1800,S12,1800,2024-12-05T00:00:00,17.6,17.77,14.58,21.91,1733328000
SHIP#S12,DAY#1801,S12,1801,2024-12-06T00:00:00,17.58,17.66,14.58,21.15,1733414400
SHIP#S12,DAY#1802,S12,1802,2024-12-07T00:00:00,17.75,17.77,14.58,21.91,1733500800
SHIP#S12,DAY#1803,S12,1803,2024-12-08T00:00:00,17.36,16.87,14.58,15.7,1733587200
SHIP#S12,DAY#1804,S12,1804,2024-12-09T00:00:00,17.21,17.21,14.58,18.03,1733673600
SHIP#S12,DAY#1805,S12,1805,2024-12-10T00:00:00,17.46,17.58,14.58,20.57,1733760000
SHIP#S12,DAY#1806,S12,1806,2024-12-11T00:00:00,18.08,17.78,14.58,21.97,1733846400
SHIP#S12,DAY#1807,S12,1807,2024-12-12T00:00:00,14.38,14.59,14.58,0.06,1733932800
SHIP#S12,DAY#1810,S12,1810,2024-12-15T00:00:00,16.58,16.94,14.58,16.18,1734192000
SHIP#S21,DAY#0,S21,0,2020-01-01T00:00:00,15.92,14.79,5.53,167.36,1577808000
SHIP#S21,DAY#3,S21,3,2020-01-04T00:00:00,15.68,14.57,5.53,163.33,1578067200
SHIP#S21,DAY#5,S21,5,2020-01-06T00:00:00,13.88,12.88,5.53,132.7,1578240000
SHIP#S21,DAY#12,S21,12,2020-01-13T00:00:00,11.46,10.64,5.53,92.28,1578844800
SHIP#S21,DAY#24,S21,24,2020-01-25T00:00:00,11.16,10.22,5.53,84.76,1579881600
SHIP#S21,DAY#27,S21,27,2020-01-28T00:00:00,10.9,9.96,5.53,79.92,1580140800
SHIP#S21,DAY#30,S21,30,2020-01-31T00:00:00,16.91,15.9,5.53,187.33,1580400000
SHIP#S21,DAY#31,S21,31,2020-02-01T00:00:00,16.62,15.61,5.53,182.08,1580486400
SHIP#S21,DAY#32,S21,32,2020-02-02T00:00:00,16.75,15.74,5.53,184.43,1580572800
SHIP#S21,DAY#34,S21,34,2020-02-04T00:00:00,16.69,15.68,5.53,183.35,1580745600
SHIP#S21,DAY#34,S21,34,2020-02-04T00:00:00,16.87,15.86,5.53,186.6,1580745600
SHIP#S21,DAY#35,S21,35,2020-02-05T00:00:00,16.75,15.74,5.53,184.43,1580832000
SHIP#S21,DAY#39,S21,39,2020-02-09T00:00:00,10.5,9.54,5.53,72.42,1581177600
SHIP#S21,DAY#40,S21,40,2020-02-10T00:00:00,10.3,9.34,5.53,68.81,1581264000
SHIP#S21,DAY#44,S21,44,2020-02-14T00:00:00,18.8,17.98,5.53,224.87,1581609600
SHIP#S21,DAY#48,S21,48,2020-02-18T00:00:00,11.65,11.04,5.53,99.51,1581955200
SHIP#S21,DAY#57,S21,57,2020-02-27T00:00:00,10.6,9.9,5.53,78.97,1582732800
SHIP#S21,DAY#58,S21,58,2020-02-28T00:00:00,11.25,10.55,5.53,90.72,1582819200
SHIP#S21,DAY#59,S21,59,2020-02-29T00:00:00,10.92,10.22,5.53,84.76,1582905600
SHIP#S21,DAY#62,S21,62,2020-03-03T00:00:00,15.0,14.32,5.53,158.77,1583164800
SHIP#S21,DAY#65,S21,65,2020-03-06T00:00:00,11.0,10.32,5.53,86.47,1583424000
SHIP#S21,DAY#68,S21,68,2020-03-09T00:00:00,12.52,11.49,5.53,107.71,1583683200
SHIP#S21,DAY#69,S21,69,2020-03-10T00:00:00,13.1,12.07,5.53,118.19,1583769600
SHIP#S21,DAY#70,S21,70,2020-03-11T00:00:00,13.0,11.97,5.53,116.39,1583856000
SHIP#S21,DAY#72,S21,72,2020-03-13T00:00:00,13.1,12.07,5.53,118.19,1584028800
SHIP#S21,DAY#73,S21,73,2020-03-14T00:00:00,13.0,11.97,5.53,116.39,1584115200
SHIP#S21,DAY#74,S21,74,2020-03-15T00:00:00,12.7,11.67,5.53,110.96,1584201600
SHIP#S21,DAY#75,S21,75,2020-03-16T00:00:00,13.2,12.17,5.53,120.0,1584288000
SHIP#S21,DAY#76,S21,76,2020-03-17T00:00:00,13.4,12.37,5.53,123.62,1584374400
SHIP#S21,DAY#77,S21,77,2020-03-18T00:00:00,13.5,12.47,5.53,125.42,1584460800
SHIP#S21,DAY#78,S21,78,2020-03-19T00:00:00,13.8,12.77,5.53,130.85,1584547200
SHIP#S21,DAY#80,S21,80,2020-03-21T00:00:00,11.9,10.89,5.53,96.91,1584720000
SHIP#S21,DAY#81,S21,81,2020-03-22T00:00:00,12.2,11.2,5.53,102.33,1584806400
SHIP#S21,DAY#105,S21,105,2020-04-15T00:00:00,10.2,9.34,5.53,68.76,1586880000
SHIP#S21,DAY#106,S21,106,2020-04-16T00:00:00,10.9,10.04,5.53,81.41,1586966400
SHIP#S21,DAY#111,S21,111,2020-04-21T00:00:00,11.0,10.01,5.53,80.92,1587398400
SHIP#S21,DAY#116,S21,116,2020-04-26T00:00:00,17.9,16.81,5.53,203.86,1587830400
SHIP#S21,DAY#117,S21,117,2020-04-27T00:00:00,17.96,16.87,5.53,204.95,1587916800
SHIP#S21,DAY#118,S21,118,2020-04-28T00:00:00,17.87,16.79,5.53,203.46,1588003200
SHIP#S21,DAY#118,S21,118,2020-04-28T00:00:00,17.87,16.79,5.53,203.46,1588003200
SHIP#S21,DAY#119,S21,119,2020-04-29T00:00:00,17.71,16.63,5.53,200.56,1588089600
SHIP#S21,DAY#119,S21,119,2020-04-29T00:00:00,17.71,16.63,5.53,200.56,1588089600
SHIP#S21,DAY#119,S21,119,2020-04-29T00:00:00,17.78,16.7,5.53,201.83,1588089600
SHIP#S21,DAY#120,S21,120,2020-04-30T00:00:00,17.6,16.52,5.53,198.58,1588176000
SHIP#S21,DAY#121,S21,121,2020-05-01T00:00:00,17.1,16.03,5.53,189.68,1588262400
SHIP#S21,DAY#123,S21,123,2020-05-03T00:00:00,11.3,10.27,5.53,85.66,1588435200
SHIP#S21,DAY#128,S21,128,2020-05-08T00:00:00,20.91,20.14,5.53,264.09,1588867200
SHIP#S21,DAY#129,S21,129,2020-05-09T00:00:00,20.54,19.78,5.53,257.47,1588953600
SHIP#S21,DAY#133,S21,133,2020-05-13T00:00:00,14.87,14.27,5.53,157.91,1589299200
SHIP#S21,DAY#133,S21,133,2020-05-13T00:00:00,14.87,14.27,5.53,157.91,1589299200
SHIP#S21,DAY#136,S21,136,2020-05-16T00:00:00,10.6,9.93,5.53,79.52,1589558400
SHIP#S21,DAY#144,S21,144,2020-05-24T00:00:00,18.46,17.64,5.53,218.73,1590249600
SHIP#S21,DAY#149,S21,149,2020-05-29T00:00:00,16.66,15.69,5.53,183.49,1590681600
SHIP#S21,DAY#150,S21,150,2020-05-30T00:00:00,19.58,18.6,5.53,236.26,1590768000
SHIP#S21,DAY#157,S21,157,2020-06-06T00:00:00,14.88,13.75,5.53,148.54,1591372800
SHIP#S21,DAY#162,S21,162,2020-06-11T00:00:00,15.27,14.12,5.53,155.25,1591804800
SHIP#S21,DAY#166,S21,166,2020-06-15T00:00:00,10.97,9.96,5.53,80.1,1592150400
SHIP#S21,DAY#172,S21,172,2020-06-21T00:00:00,13.13,12.39,5.53,123.96,1592668800
SHIP#S21,DAY#173,S21,173,2020-06-22T00:00:00,12.47,11.71,5.53,111.69,1592755200
SHIP#S21,DAY#182,S21,182,2020-07-01T00:00:00,11.91,10.99,5.53,98.58,1593532800
SHIP#S21,DAY#183,S21,183,2020-07-02T00:00:00,11.35,10.43,5.53,88.6,1593619200
SHIP#S21,DAY#188,S21,188,2020-07-07T00:00:00,14.85,13.81,5.53,149.55,1594051200
SHIP#S21,DAY#190,S21,190,2020-07-09T00:00:00,15.45,14.38,5.53,159.91,1594224000
SHIP#S21,DAY#195,S21,195,2020-07-14T00:00:00,15.33,14.26,5.53,157.74,1594656000
SHIP#S21,DAY#195,S21,195,2020-07-14T00:00:00,15.28,14.21,5.53,156.84,1594656000
SHIP#S21,DAY#196,S21,196,2020-07-15T00:00:00,12.28,11.21,5.53,102.61,1594742400
SHIP#S21,DAY#198,S21,198,2020-07-17T00:00:00,10.65,9.58,5.53,73.15,1594915200
SHIP#S21,DAY#199,S21,199,2020-07-18T00:00:00,10.54,9.47,5.53,71.25,1595001600
SHIP#S21,DAY#203,S21,203,2020-07-22T00:00:00,10.13,9.11,5.53,64.65,1595347200
SHIP#S21,DAY#211,S21,211,2020-07-30T00:00:00,15.26,14.42,5.53,160.68,1596038400
SHIP#S21,DAY#212,S21,212,2020-07-31T00:00:00,14.0,13.16,5.53,137.9,1596124800
SHIP#S21,DAY#216,S21,216,2020-08-04T00:00:00,12.28,11.57,5.53,109.16,1596470400
SHIP#S21,DAY#227,S21,227,2020-08-15T00:00:00,15.79,14.92,5.53,169.58,1597420800
SHIP#S21,DAY#230,S21,230,2020-08-18T00:00:00,20.17,19.15,5.53,246.03,1597680000
SHIP#S21,DAY#231,S21,231,2020-08-19T00:00:00,18.72,17.7,5.53,219.82,1597766400
SHIP#S21,DAY#232,S21,232,2020-08-20T00:00:00,15.46,14.46,5.53,161.35,1597852800
SHIP#S21,DAY#235,S21,235,2020-08-23T00:00:00,16.1,14.93,5.53,169.85,1598112000
SHIP#S21,DAY#238,S21,238,2020-08-26T00:00:00,15.84,14.67,5.53,165.15,1598371200
SHIP#S21,DAY#243,S21,243,2020-08-31T00:00:00,16.25,15.08,5.53,172.56,1598803200
SHIP#S21,DAY#245,S21,245,2020-09-02T00:00:00,16.71,15.59,5.53,181.68,1598976000
SHIP#S21,DAY#256,S21,256,2020-09-13T00:00:00,13.44,12.65,5.53,128.64,1599926400
SHIP#S21,DAY#257,S21,257,2020-09-14T00:00:00,14.19,13.39,5.53,141.92,1600012800
SHIP#S21,DAY#269,S21,269,2020-09-26T00:00:00,11.31,10.33,5.53,86.78,1601049600
SHIP#S21,DAY#269,S21,269,2020-09-26T00:00:00,11.31,10.33,5.53,86.78,1601049600
SHIP#S21,DAY#274,S21,274,2020-10-01T00:00:00,15.41,14.39,5.53,160.08,1601481600
SHIP#S21,DAY#275,S21,275,2020-10-02T00:00:00,15.04,14.02,5.53,153.39,1601568000
SHIP#S21,DAY#275,S21,275,2020-10-02T00:00:00,15.04,14.02,5.53,153.39,1601568000
SHIP#S21,DAY#276,S21,276,2020-10-03T00:00:00,15.25,14.23,5.53,157.19,1601654400
SHIP#S21,DAY#278,S21,278,2020-10-05T00:00:00,15.6,14.58,5.53,163.51,1601827200
SHIP#S21,DAY#278,S21,278,2020-10-05T00:00:00,15.7,14.68,5.53,165.32,1601827200
