ship,noon_day,voyage,rpm,stw,daily_foc_vlsfo,expected_foc,speed_loss_pct,fuel_type,hours_full_speed,wind_scale,cargo_on_board,load_condition,maintenance_cycle
S9,76.0,30.0,50.2,14.21,52.83,14.78,3.86,HSHFO,24.0,3.0,116284.0,laden,0
S9,77.0,30.0,50.1,14.25,53.91,14.78,3.59,HSHFO,24.0,3.0,116284.0,laden,0
S9,78.0,30.0,51.2,14.54,57.4,15.71,7.45,HSHFO,24.0,3.0,116284.0,laden,0
S9,79.0,30.0,53.7,15.32,64.92,15.71,2.48,HSHFO,25.0,3.0,116284.0,laden,0
S9,80.0,30.0,47.2,13.58,45.19,13.7,0.88,HSHFO,24.0,3.0,116284.0,laden,0
S9,83.0,30.0,40.8,11.58,32.84,11.96,3.18,HSHFO,24.0,4.0,116284.0,laden,0
S9,92.0,30.0,56.5,16.75,76.04,16.71,-0.24,HSHFO,24.0,4.0,83984.0,laden,0
S9,93.0,30.0,48.0,13.75,21.88,14.78,6.97,HSHFO,24.0,3.0,83984.0,laden,0
S9,101.0,30.0,38.9,11.67,29.13,11.46,-1.83,HSHFO,24.0,4.0,79757.0,laden,0
S9,105.0,30.0,38.8,10.8,18.86,11.46,5.76,HSHFO,25.0,4.0,82548.0,laden,0
S9,108.0,30.0,49.6,14.23,30.1,14.78,3.72,HSHFO,22.0,3.0,82548.0,laden,0
S9,110.0,30.0,45.2,12.96,35.63,13.7,5.4,HSHFO,24.0,3.0,83816.0,laden,0
S9,111.0,30.0,45.8,12.92,42.45,13.7,5.69,HSHFO,24.0,4.0,83816.0,laden,0
S9,112.0,30.0,46.1,12.67,45.49,13.7,7.52,HSHFO,24.0,4.0,83816.0,laden,0
S9,113.0,30.0,46.3,13.0,45.31,13.7,5.11,HSHFO,23.0,4.0,83816.0,laden,0
S9,114.0,30.0,46.1,12.96,44.53,13.7,5.4,HSHFO,24.0,4.0,83816.0,laden,0
S9,116.0,30.0,46.1,13.13,44.16,13.7,4.16,HSHFO,23.0,4.0,83816.0,laden,0
S9,117.0,30.0,46.9,13.33,46.7,13.7,2.7,HSHFO,24.0,3.0,83816.0,laden,0
S9,118.0,30.0,46.7,13.42,45.66,13.7,2.04,HSHFO,24.0,3.0,83816.0,laden,0
S9,119.0,30.0,46.9,13.17,46.16,13.7,3.87,HSHFO,23.0,3.0,83816.0,laden,0
S9,120.0,30.0,46.6,13.04,46.09,13.7,4.82,HSHFO,24.0,4.0,83816.0,laden,0
S9,121.0,30.0,54.3,15.57,70.27,16.71,6.82,HSHFO,23.0,3.0,83816.0,laden,0
S9,125.0,30.0,46.8,13.54,45.11,13.7,1.17,HSHFO,24.0,3.0,90965.0,laden,0
S9,126.0,30.0,46.2,13.0,44.54,13.7,5.11,HSHFO,24.0,4.0,90965.0,laden,0
S9,131.0,30.0,39.0,10.58,31.08,11.96,11.54,HSHFO,24.0,4.0,85548.0,laden,0
S9,153.0,31.0,55.4,15.63,73.95,16.71,6.46,VLSFO,24.0,3.0,103500.0,laden,0
S9,164.0,31.0,59.6,16.46,86.57,18.04,8.76,HSHFO,24.0,3.0,117418.0,laden,0
S9,166.0,31.0,60.9,16.64,93.35,18.21,8.62,HSHFO,25.0,4.0,117415.0,laden,0
S9,167.0,31.0,59.8,16.67,69.59,18.04,7.59,HSHFO,24.0,3.0,117415.0,laden,0
S9,177.0,31.0,44.9,12.46,24.68,13.08,4.74,VLSFO,24.0,2.0,94218.0,laden,0
S9,186.0,31.0,37.8,11.33,32.23,11.46,1.13,HSHFO,24.0,3.0,98908.0,laden,0
S9,187.0,31.0,38.0,11.17,22.32,11.46,2.53,HSHFO,24.0,3.0,98908.0,laden,0
S9,192.0,31.0,41.7,11.92,32.74,11.96,0.33,HSHFO,24.0,4.0,105377.0,laden,0
S9,194.0,31.0,59.2,16.78,87.19,18.04,6.98,HSHFO,23.0,3.0,101157.0,laden,0
S9,200.0,31.0,57.2,16.57,82.53,18.04,8.15,HSHFO,23.0,4.0,101157.0,laden,0
S9,202.0,31.0,57.7,16.38,81.16,18.04,9.2,HSHFO,24.0,4.0,101157.0,laden,0
S9,203.0,31.0,40.2,11.78,29.97,11.96,1.51,HSHFO,23.0,4.0,101157.0,laden,0
S9,204.0,31.0,42.0,12.04,28.18,13.08,7.95,HSHFO,24.0,3.0,101157.0,laden,0
S9,208.0,31.0,62.7,17.92,103.93,18.21,1.59,HSHFO,24.0,3.0,95465.0,laden,0
S9,209.0,31.0,63.0,18.0,104.69,18.96,5.06,HSHFO,24.0,3.0,95465.0,laden,0
S9,210.0,31.0,45.0,15.87,77.17,13.7,-15.0,HSHFO,23.5,3.0,95465.0,laden,0
S9,225.0,32.0,59.4,17.04,76.04,18.04,5.54,HSHFO,24.0,4.0,92712.0,laden,0
S9,243.0,32.0,57.0,15.96,80.11,18.04,11.53,HSHFO,25.0,4.0,114281.0,laden,0
S9,263.0,32.0,40.3,11.92,29.74,11.96,0.33,HSHFO,24.0,4.0,85701.0,laden,0
S9,269.0,32.0,40.0,11.61,25.88,11.96,2.93,HSHFO,23.0,4.0,101787.0,laden,0
S9,272.0,32.0,58.5,16.83,84.88,18.04,6.71,HSHFO,24.0,4.0,92583.0,laden,0
S9,273.0,32.0,61.2,17.78,97.5,18.21,2.36,HSHFO,23.0,4.0,92583.0,laden,0
S9,274.0,32.0,60.0,17.58,94.21,18.21,3.46,HSHFO,24.0,4.0,92583.0,laden,0
S9,275.0,32.0,60.7,17.87,94.2,18.21,1.87,HSHFO,23.0,4.0,92583.0,laden,0
S9,276.0,32.0,61.2,17.88,95.12,18.21,1.81,HSHFO,24.0,4.0,92583.0,laden,0
S9,280.0,32.0,61.4,17.87,96.83,18.21,1.87,HSHFO,23.0,4.0,92583.0,laden,0
S9,284.0,32.0,60.5,17.42,93.53,18.21,4.34,HSHFO,24.0,4.0,87834.0,laden,0
S9,298.0,33.0,43.9,13.04,25.15,13.08,0.31,VLSFO,24.0,4.0,75737.0,laden,0
S9,301.0,33.0,59.2,17.46,84.09,18.04,3.22,HSHFO,24.0,4.0,92017.0,laden,0
S9,302.0,33.0,57.4,17.0,63.24,18.04,5.76,HSHFO,24.0,4.0,92017.0,laden,0
S9,306.0,33.0,58.0,16.36,83.31,18.04,9.31,HSHFO,25.0,3.0,114708.0,laden,0
S9,307.0,33.0,57.7,16.21,82.92,18.04,10.14,HSHFO,24.0,3.0,114708.0,laden,0
S9,310.0,33.0,62.8,17.76,102.2,18.21,2.47,HSHFO,25.0,4.0,114708.0,laden,0
S9,311.0,33.0,61.8,17.67,97.4,18.21,2.97,HSHFO,24.0,3.0,114708.0,laden,0
S9,312.0,33.0,61.5,17.64,96.26,18.21,3.13,HSHFO,25.0,3.0,114708.0,laden,0
S9,313.0,33.0,62.6,18.08,99.85,18.21,0.71,HSHFO,24.0,3.0,114708.0,laden,0
S9,315.0,33.0,59.3,17.12,84.12,18.04,5.1,HSHFO,25.0,4.0,114708.0,laden,0
S9,340.0,33.0,39.1,11.38,29.63,11.96,4.85,HSHFO,24.0,4.0,99288.0,laden,0
S9,346.0,33.0,58.2,16.83,60.69,18.04,6.71,HSHFO,23.0,4.0,111886.0,laden,0
S9,350.0,33.0,45.3,13.7,43.19,13.7,0.0,HSHFO,23.0,4.0,110556.0,laden,0
S9,351.0,33.0,45.3,12.58,42.3,13.7,8.18,HSHFO,24.0,4.0,110556.0,laden,0
S9,352.0,33.0,41.2,11.3,32.97,11.96,5.52,HSHFO,23.0,4.0,110556.0,laden,0
S9,353.0,33.0,40.6,11.42,30.85,11.96,4.52,HSHFO,24.0,4.0,110556.0,laden,0
S9,354.0,33.0,41.2,11.48,30.96,11.96,4.01,HSHFO,23.0,3.0,110556.0,laden,0
S9,355.0,33.0,38.8,11.0,28.64,11.46,4.01,HSHFO,24.0,3.0,110556.0,laden,0
S9,356.0,33.0,40.2,11.42,29.55,11.96,4.52,HSHFO,24.0,3.0,110556.0,laden,0
S9,357.0,33.0,41.0,10.91,32.92,11.96,8.78,HSHFO,23.0,3.0,110556.0,laden,0
S9,358.0,33.0,46.5,12.67,46.12,13.7,7.52,HSHFO,24.0,4.0,110556.0,laden,0
S9,359.0,33.0,40.9,11.54,32.19,11.96,3.51,HSHFO,24.0,4.0,110556.0,laden,0
S9,360.0,33.0,39.1,10.74,29.7,11.96,10.2,HSHFO,23.0,4.0,110556.0,laden,0
S9,363.0,33.0,37.8,10.33,24.82,11.46,9.86,HSHFO,24.0,4.0,110556.0,laden,0
S9,366.0,33.0,47.2,12.58,49.77,13.7,8.18,HSHFO,24.0,4.0,72947.0,laden,0
S9,368.0,33.0,41.2,10.88,33.82,11.96,9.03,HSHFO,24.0,4.0,72947.0,laden,0
S9,369.0,33.0,39.3,10.71,29.97,11.96,10.45,HSHFO,24.0,4.0,72947.0,laden,0
S9,370.0,33.0,40.0,10.79,33.82,11.96,9.78,HSHFO,24.0,4.0,72947.0,laden,0
S9,372.0,33.0,42.4,10.22,23.07,13.08,21.87,VLSFO,22.3,4.0,72947.0,laden,0
S9,377.0,33.0,40.5,11.13,34.76,11.96,6.94,HSHFO,24.0,3.0,64126.0,laden,0
S9,378.0,33.0,39.9,10.96,31.37,11.96,8.36,HSHFO,24.0,4.0,64126.0,laden,0
S9,379.0,33.0,38.8,11.13,29.41,11.46,2.88,HSHFO,23.0,3.0,64216.0,laden,0
S9,391.0,34.0,62.9,17.5,100.48,18.21,3.9,HSHFO,24.0,4.0,84225.0,laden,0
S9,395.0,34.0,64.0,18.42,105.82,18.96,2.85,HSHFO,24.0,4.0,104433.0,laden,0
S9,399.0,34.0,45.3,13.13,40.09,13.7,4.16,HSHFO,24.0,4.0,114287.0,laden,0
S9,400.0,34.0,45.7,13.16,43.4,13.7,3.94,HSHFO,25.0,3.0,114287.0,laden,0
S9,401.0,34.0,47.2,13.42,46.49,13.7,2.04,HSHFO,24.0,4.0,114287.0,laden,0
S9,402.0,34.0,45.0,12.88,39.94,13.7,5.99,HSHFO,25.0,3.0,114287.0,laden,0
S9,404.0,34.0,46.6,13.54,44.8,13.7,1.17,HSHFO,24.0,3.0,114287.0,laden,0
S9,405.0,34.0,46.7,14.52,45.31,13.7,-5.99,HSHFO,25.0,4.0,114287.0,laden,0
S9,406.0,34.0,46.0,13.54,45.8,13.7,1.17,HSHFO,24.0,4.0,114287.0,laden,0
S9,407.0,34.0,49.1,14.2,50.4,14.78,3.92,HSHFO,25.0,3.0,114287.0,laden,0
S9,408.0,34.0,49.8,14.25,52.4,14.78,3.59,HSHFO,24.0,3.0,114287.0,laden,0
S9,410.0,34.0,45.4,13.04,40.7,13.7,4.82,HSHFO,25.0,3.0,114287.0,laden,0
S9,411.0,34.0,42.8,12.58,33.5,13.08,3.82,HSHFO,24.0,4.0,114287.0,laden,0
S9,412.0,34.0,42.2,12.13,19.5,13.08,7.26,HSHFO,24.0,4.0,114287.0,laden,0
S9,421.0,34.0,52.7,15.39,63.44,15.71,2.04,HSHFO,23.0,3.0,84615.0,laden,0
S9,422.0,34.0,48.5,14.29,36.9,14.78,3.32,VLSFO,24.0,3.0,84615.0,laden,0
S9,432.0,34.0,56.1,16.17,61.9,16.71,3.23,HSHFO,24.0,4.0,103900.0,laden,0
S9,439.0,34.0,39.5,11.61,22.43,11.96,2.93,HSHFO,23.0,4.0,111734.0,laden,0
S9,444.0,34.0,56.0,16.5,67.6,16.71,1.26,HSHFO,24.0,3.0,101427.0,laden,0
S9,444.0,34.0,56.5,16.13,75.55,16.71,3.47,HSHFO,23.0,4.0,101427.0,laden,0
S9,445.0,34.0,55.9,17.17,73.6,16.71,-2.75,HSHFO,24.0,3.0,101427.0,laden,0
S9,446.0,34.0,57.2,16.5,76.8,18.04,8.54,HSHFO,24.0,3.0,101427.0,laden,0
S9,447.0,34.0,56.5,16.26,74.71,16.71,2.69,HSHFO,23.0,3.0,101427.0,laden,0
S9,448.0,34.0,57.2,16.13,77.6,18.04,10.59,HSHFO,24.0,3.0,101427.0,laden,0
S9,449.0,34.0,57.6,16.57,78.37,18.04,8.15,HSHFO,23.0,4.0,101427.0,laden,0
S9,450.0,34.0,56.6,16.33,74.9,16.71,2.27,HSHFO,24.0,2.0,101427.0,laden,0
S9,451.0,34.0,56.3,16.17,75.55,16.71,3.23,HSHFO,23.0,3.0,101427.0,laden,0
S9,452.0,34.0,55.0,15.67,69.5,16.71,6.22,HSHFO,24.0,3.0,101427.0,laden,0
S9,453.0,34.0,43.1,12.35,34.33,13.08,5.58,HSHFO,23.0,3.0,101427.0,laden,0
S9,454.0,34.0,42.0,11.88,33.6,13.08,9.17,HSHFO,24.0,4.0,101427.0,laden,0
S9,457.0,34.0,61.5,17.33,102.4,18.21,4.83,HSHFO,24.0,4.0,103608.0,laden,0
S9,458.0,34.0,60.5,17.13,95.8,18.21,5.93,HSHFO,24.0,3.0,103608.0,laden,0
S9,459.0,34.0,51.5,14.63,60.2,15.71,6.87,HSHFO,24.0,4.0,103608.0,laden,0
S9,460.0,34.0,48.5,13.46,51.7,14.78,8.93,HSHFO,24.0,4.0,103608.0,laden,0
S9,472.0,35.0,59.4,18.13,80.3,18.04,-0.5,VLSFO,24.0,4.0,84079.0,laden,0
S9,473.0,35.0,57.9,16.87,74.92,18.04,6.49,VLSFO,23.0,4.0,84079.0,laden,0
S9,475.0,35.0,55.9,16.67,37.9,16.71,0.24,HSHFO,24.0,4.0,94808.0,laden,0
S9,476.0,35.0,60.8,17.71,85.0,18.21,2.75,HSHFO,24.0,3.0,94808.0,laden,0
S9,477.0,35.0,58.2,17.08,40.2,18.04,5.32,HSHFO,24.0,3.0,94808.0,laden,0
S9,480.0,35.0,56.4,16.04,75.1,16.71,4.01,HSHFO,24.0,2.0,112974.0,laden,0
S9,481.0,35.0,56.5,16.32,73.54,16.71,2.33,HSHFO,25.0,2.0,112974.0,laden,0
S9,482.0,35.0,56.5,16.17,73.9,16.71,3.23,HSHFO,24.0,2.0,112974.0,laden,0
S9,483.0,35.0,56.6,16.2,73.82,16.71,3.05,HSHFO,25.0,2.0,112974.0,laden,0
S9,484.0,35.0,55.4,15.83,71.1,16.71,5.27,HSHFO,24.0,3.0,112974.0,laden,0
S9,485.0,35.0,55.3,15.84,70.37,16.71,5.21,HSHFO,25.0,3.0,112974.0,laden,0
S9,486.0,35.0,55.4,16.0,69.5,16.71,4.25,HSHFO,24.0,3.0,112974.0,laden,0
S9,487.0,35.0,55.3,15.64,70.18,16.71,6.4,HSHFO,25.0,3.0,112974.0,laden,0
S9,488.0,35.0,51.7,14.88,60.6,15.71,5.28,HSHFO,24.0,3.0,112974.0,laden,0
S9,490.0,35.0,43.5,12.4,36.48,13.08,5.2,HSHFO,25.0,4.0,112974.0,laden,0
S9,494.0,35.0,40.2,11.58,15.3,11.96,3.18,VLSFO,24.0,4.0,100051.0,laden,0
S9,510.0,35.0,37.9,11.46,20.4,11.46,0.0,HSHFO,24.0,3.0,91756.0,laden,0
S9,511.0,35.0,37.2,10.21,21.6,11.46,10.91,HSHFO,24.0,4.0,91756.0,laden,0
S9,523.0,35.0,39.1,11.38,25.7,11.96,4.85,HSHFO,24.0,2.0,89829.0,laden,0
S9,524.0,35.0,39.5,11.25,27.1,11.96,5.94,HSHFO,24.0,2.0,89829.0,laden,0
S9,524.0,35.0,39.3,11.3,26.71,11.96,5.52,HSHFO,23.0,2.0,89829.0,laden,0
S9,525.0,35.0,39.6,11.46,27.3,11.96,4.18,HSHFO,24.0,4.0,89829.0,laden,0
S9,529.0,35.0,39.7,11.25,28.9,11.96,5.94,HSHFO,24.0,4.0,89829.0,laden,0
S9,530.0,35.0,39.9,11.52,29.01,11.96,3.68,HSHFO,23.0,4.0,89829.0,laden,0
S9,531.0,35.0,40.6,11.71,30.5,11.96,2.09,HSHFO,24.0,4.0,89829.0,laden,0
S9,532.0,35.0,41.0,11.96,31.62,11.96,0.0,HSHFO,23.0,4.0,89829.0,laden,0
S9,533.0,35.0,41.0,11.75,32.2,11.96,1.76,HSHFO,24.0,4.0,89892.0,laden,0
S9,534.0,35.0,40.9,11.78,31.83,11.96,1.51,HSHFO,23.0,4.0,89829.0,laden,0
S9,535.0,35.0,39.2,11.25,27.4,11.96,5.94,HSHFO,24.0,3.0,89829.0,laden,0
S9,542.0,35.0,55.6,16.58,73.1,16.71,0.78,HSHFO,24.0,4.0,74807.0,laden,0
S9,543.0,35.0,55.8,16.5,75.6,16.71,1.26,HSHFO,24.0,3.0,74807.0,laden,0
S9,546.0,35.0,54.2,16.17,70.85,16.71,3.23,HSHFO,23.0,4.0,56444.0,laden,0
S9,557.0,36.0,63.6,18.0,113.1,18.96,5.06,VLSFO,24.0,4.0,76632.0,laden,0
S9,558.0,36.0,42.9,11.96,41.6,13.08,8.56,VLSFO,24.0,3.0,76632.0,laden,0
S9,565.0,36.0,61.1,17.48,87.94,18.21,4.01,HSHFO,25.0,2.0,109014.0,laden,0
S9,574.0,36.0,62.9,17.6,101.38,18.21,3.35,HSHFO,25.0,3.0,109014.0,laden,0
S9,575.0,36.0,51.0,14.58,40.1,15.71,7.19,VLSFO,24.0,3.0,109014.0,laden,0
S9,583.0,36.0,46.7,13.08,39.9,13.7,4.53,HSHFO,24.0,2.0,78961.0,laden,0
S9,593.0,36.0,70.0,21.38,127.6,19.92,-7.33,HSHFO,24.0,3.0,63428.0,laden,0
S9,606.0,36.0,61.2,18.17,96.73,18.21,0.22,HSHFO,23.0,3.0,62519.0,laden,0
S9,607.0,36.0,62.5,18.58,102.7,18.21,-2.03,HSHFO,24.0,4.0,62519.0,laden,0
S9,614.0,36.0,50.6,15.0,58.96,14.78,-1.49,HSHFO,23.0,4.0,62519.0,laden,0
S9,615.0,36.0,40.1,11.79,31.9,11.96,1.42,HSHFO,24.0,2.0,62519.0,laden,0
S9,616.0,36.0,51.1,14.67,30.0,15.71,6.62,VLSFO,24.0,3.0,62519.0,laden,0
S9,622.0,37.0,61.9,18.21,91.6,18.21,0.0,HSHFO,24.0,3.0,40303.0,laden,0
S9,626.0,37.0,60.6,18.33,51.4,18.21,-0.66,HSHFO,24.0,3.0,61496.0,laden,0
S9,627.0,37.0,64.5,19.09,94.02,18.96,-0.69,HSHFO,23.0,4.0,61496.0,laden,0
S9,631.0,37.0,61.7,18.09,96.73,18.21,0.66,HSHFO,23.0,4.0,86773.0,laden,0
S9,635.0,37.0,51.9,14.78,59.48,15.71,5.92,HSHFO,23.0,3.0,95215.0,laden,0
S9,636.0,37.0,52.0,15.35,59.06,15.71,2.29,HSHFO,23.0,3.0,95215.0,laden,0
S9,637.0,37.0,52.1,15.71,58.4,15.71,0.0,HSHFO,24.0,4.0,95215.0,laden,0
S9,638.0,37.0,49.3,14.78,49.57,14.78,0.0,HSHFO,23.0,3.0,95215.0,laden,0
S9,639.0,37.0,44.1,13.17,37.15,13.08,-0.69,HSHFO,23.0,3.0,95215.0,laden,0
S9,643.0,37.0,60.2,17.83,87.03,18.21,2.09,HSHFO,23.0,3.0,95215.0,laden,0
S9,647.0,37.0,62.6,17.88,101.0,18.21,1.81,HSHFO,24.0,2.0,95215.0,laden,0
S9,648.0,37.0,57.7,17.08,54.5,18.04,5.32,HSHFO,24.0,3.0,95215.0,laden,0
S9,657.0,37.0,36.2,10.08,27.83,11.46,12.04,LSMGO,24.0,2.0,78656.0,laden,0
S9,664.0,37.0,61.4,18.64,95.52,18.21,-2.36,HSHFO,25.0,4.0,81478.0,laden,0
S9,670.0,37.0,59.8,17.92,87.17,18.04,0.67,HSHFO,25.0,4.0,81478.0,laden,0
S9,671.0,37.0,59.9,18.2,86.3,18.04,-0.89,HSHFO,25.0,3.0,81478.0,laden,0
S9,672.0,37.0,59.8,18.13,87.3,18.04,-0.5,HSHFO,24.0,3.0,81478.0,laden,0
S9,673.0,37.0,59.9,17.76,94.56,18.04,1.55,HSHFO,25.0,4.0,81478.0,laden,0
S9,675.0,37.0,57.7,17.42,85.1,18.04,3.44,HSHFO,24.0,4.0,81478.0,laden,0
S9,678.0,37.0,55.6,16.71,66.5,16.71,0.0,HSHFO,24.0,4.0,80436.0,laden,0
S9,680.0,37.0,42.2,12.46,38.2,13.08,4.74,HSHFO,24.0,2.0,80436.0,laden,0
S9,682.0,37.0,40.3,7.96,12.7,11.96,33.44,VLSFO,24.0,3.0,80436.0,laden,0
S9,712.0,38.0,44.5,13.17,37.8,13.08,-0.69,HSHFO,24.0,4.0,92666.0,laden,0
S9,713.0,38.0,40.0,11.96,26.6,11.96,0.0,HSHFO,24.0,4.0,92666.0,laden,0
S9,714.0,38.0,39.8,12.0,27.7,11.96,-0.33,HSHFO,24.0,4.0,92666.0,laden,0
S9,717.0,38.0,59.6,16.88,89.6,18.04,6.43,HSHFO,24.0,3.0,116396.0,laden,0
S9,718.0,38.0,61.4,17.52,94.27,18.21,3.79,HSHFO,25.0,3.0,116396.0,laden,0
S9,719.0,38.0,62.9,17.67,102.1,18.21,2.97,HSHFO,24.0,3.0,116396.0,laden,0
S9,720.0,38.0,62.9,18.04,101.76,18.21,0.93,HSHFO,25.0,2.0,116396.0,laden,0
S9,721.0,38.0,63.2,18.17,104.3,18.96,4.17,HSHFO,24.0,4.0,116396.0,laden,0
S9,723.0,38.0,58.2,16.4,81.98,18.04,9.09,HSHFO,25.0,3.0,116396.0,laden,0
S9,724.0,38.0,64.2,18.25,59.6,18.96,3.74,VLSFO,24.0,2.0,116396.0,laden,0
S9,743.0,38.0,63.2,18.79,99.0,18.96,0.9,HSHFO,24.0,4.0,79943.0,laden,0
S9,747.0,38.0,58.1,16.96,84.2,18.04,5.99,HSHFO,24.0,4.0,79943.0,laden,0
S9,747.0,38.0,48.0,14.47,46.11,14.78,2.1,HSHFO,22.8,3.0,79943.0,laden,0
S9,752.0,38.0,64.2,18.96,109.8,18.96,0.0,HSHFO,24.0,3.0,78475.0,laden,0
S9,779.0,39.0,55.8,17.05,68.72,16.71,-2.03,HSHFO,22.7,4.0,102011.0,laden,0
S9,781.0,39.0,38.9,11.63,25.6,11.46,-1.48,HSHFO,24.0,4.0,101990.0,laden,0
S9,786.0,39.0,57.5,16.17,83.5,18.04,10.37,HSHFO,24.0,3.0,120836.0,laden,0
S9,787.0,39.0,58.3,16.68,81.12,18.04,7.54,HSHFO,25.0,3.0,120836.0,laden,0
S9,788.0,39.0,59.6,17.08,86.21,18.04,5.32,HSHFO,25.0,4.0,120836.0,laden,0
S9,790.0,39.0,60.2,17.0,88.2,18.21,6.64,HSHFO,24.0,3.0,120836.0,laden,0
S9,791.0,39.0,61.8,17.6,95.62,18.21,3.35,HSHFO,25.0,4.0,120836.0,laden,0
S9,792.0,39.0,61.2,17.64,98.69,18.21,3.13,HSHFO,25.0,4.0,120836.0,laden,0
S9,815.0,39.0,59.9,18.04,89.22,18.04,0.0,HSHFO,23.0,3.0,80390.0,laden,0
S9,816.0,39.0,60.2,18.0,87.5,18.21,1.15,HSHFO,24.0,3.0,80390.0,laden,0
S9,817.0,39.0,60.1,18.0,88.59,18.21,1.15,HSHFO,23.0,3.0,80390.0,laden,0
S9,818.0,39.0,60.0,17.71,89.7,18.21,2.75,HSHFO,24.0,4.0,80390.0,laden,0
S9,819.0,39.0,45.0,12.74,44.45,13.7,7.01,HSHFO,23.0,3.0,80390.0,laden,0
S9,820.0,39.0,41.2,11.67,34.9,11.96,2.42,HSHFO,24.0,4.0,80390.0,laden,0
S9,821.0,39.0,39.9,11.17,32.0,11.96,6.61,HSHFO,24.0,4.0,80390.0,laden,0
S9,822.0,39.0,38.0,10.67,26.0,11.46,6.89,HSHFO,24.0,3.0,80390.0,laden,0
S9,828.0,39.0,58.1,17.91,89.02,18.04,0.72,HSHFO,22.0,4.0,57575.0,laden,0
S9,829.0,39.0,62.3,18.38,101.1,18.21,-0.93,HSHFO,24.0,4.0,57575.0,laden,0
S9,830.0,39.0,60.5,17.92,100.0,18.21,1.59,HSHFO,24.0,4.0,57575.0,laden,0
S9,831.0,39.0,63.9,18.83,110.5,18.96,0.69,HSHFO,24.0,4.0,57575.0,laden,0
S9,846.0,40.0,57.8,18.17,83.37,18.04,-0.72,HSHFO,23.0,4.0,85146.0,laden,0
S9,851.0,40.0,51.3,12.46,63.6,15.71,20.69,HSHFO,24.0,4.0,98237.0,laden,0
S9,852.0,40.0,56.2,16.29,74.7,16.71,2.51,HSHFO,24.0,4.0,98237.0,laden,0
S9,853.0,40.0,36.7,11.46,23.3,11.46,0.0,VLSFO,24.0,3.0,98237.0,laden,0
S9,856.0,40.0,60.1,16.88,87.3,18.21,7.3,HSHFO,24.0,3.0,116486.0,laden,0
S9,857.0,40.0,64.1,17.92,107.81,18.96,5.49,HSHFO,25.0,3.0,116486.0,laden,0
S9,858.0,40.0,64.0,17.83,108.6,18.96,5.96,HSHFO,24.0,3.0,116486.0,laden,0
S9,859.0,40.0,64.2,17.6,110.11,18.96,7.17,HSHFO,25.0,4.0,116486.0,laden,0
S9,860.0,40.0,64.0,17.71,109.1,18.96,6.59,HSHFO,24.0,3.0,116486.0,laden,0
S9,861.0,40.0,59.8,16.56,94.94,18.04,8.2,HSHFO,25.0,4.0,116486.0,laden,0
S9,863.0,40.0,38.0,10.4,26.11,11.46,9.25,HSHFO,25.0,2.0,116486.0,laden,0
S9,864.0,40.0,38.0,10.29,14.0,11.46,10.21,VLSFO,24.0,2.0,116486.0,laden,0
S9,897.0,40.0,43.7,12.5,48.0,13.08,4.43,HSHFO,24.0,4.0,101722.0,laden,0
S9,898.0,40.0,38.0,11.09,28.8,11.46,3.23,HSHFO,23.0,3.0,101722.0,laden,0
S9,909.0,40.0,43.5,13.08,39.3,13.08,0.0,HSHFO,24.0,4.0,56763.0,laden,0
S9,911.0,40.0,56.2,16.46,80.4,16.71,1.5,HSHFO,24.0,4.0,56763.0,laden,0
S9,912.0,40.0,49.7,14.67,56.4,14.78,0.74,HSHFO,24.0,4.0,56763.0,laden,0
S9,913.0,40.0,47.9,14.3,49.77,13.7,-4.38,HSHFO,23.0,4.0,56763.0,laden,0
S9,914.0,40.0,45.0,13.13,41.5,13.7,4.16,HSHFO,24.0,4.0,56763.0,laden,0
S9,922.0,41.0,43.8,11.88,37.6,13.08,9.17,HSHFO,24.0,3.0,85922.0,laden,0
S9,923.0,41.0,38.5,10.33,28.4,11.46,9.86,HSHFO,24.0,4.0,85922.0,laden,0
S9,924.0,41.0,43.6,11.96,23.6,13.08,8.56,VLSFO,24.0,4.0,85922.0,laden,0
S9,940.0,41.0,45.0,12.72,40.13,13.7,7.15,HSHFO,25.0,4.0,113706.0,laden,0
S9,942.0,41.0,45.0,12.25,42.3,13.7,10.58,HSHFO,24.0,4.0,113706.0,laden,0
S9,944.0,41.0,45.0,12.64,40.9,13.7,7.74,HSHFO,25.0,4.0,113706.0,laden,0
S9,950.0,41.0,68.0,19.58,127.7,19.92,1.71,HSHFO,24.0,4.0,113706.0,laden,0
S9,951.0,41.0,65.2,18.8,112.32,18.96,0.84,HSHFO,25.0,4.0,113706.0,laden,0
S9,952.0,41.0,65.0,18.67,110.7,18.96,1.53,HSHFO,24.0,4.0,113706.0,laden,0
S9,953.0,41.0,65.4,18.54,113.8,18.96,2.22,HSHFO,24.0,4.0,113706.0,laden,0
S9,954.0,41.0,68.1,19.42,128.0,19.92,2.51,HSHFO,24.0,4.0,113706.0,laden,0
S9,960.0,41.0,63.8,18.26,106.64,18.96,3.69,HSHFO,23.0,4.0,113706.0,laden,0
S9,961.0,41.0,63.2,18.0,103.83,18.96,5.06,HSHFO,23.0,4.0,113706.0,laden,0
S9,962.0,41.0,63.0,17.75,104.8,18.96,6.38,HSHFO,24.0,4.0,113706.0,laden,0
S9,964.0,41.0,62.6,17.65,102.26,18.21,3.08,HSHFO,23.0,4.0,113706.0,laden,0
